Tract,CALI
V1,-0.999999634379053
V2,-0.999999634379165
V3,-0.9999996338252126
V4,-0.999999634327577
V5,-0.9999996343791556
V6,-0.999999634379143
V7,-0.9999996343785799
V8,-0.9999996153909886
V9,-0.9999996343785875
V10,-0.9999996337562262
V11,-0.9999996343791683
V12,-0.9999996343485483
V13,-0.9999996343791684
V14,-0.9999996343791683
V15,-0.9999996341865656
V16,-0.9999996303572174
V17,-0.9999996343788734
V18,-0.9999996343783091
V19,-0.9999933382084021
whole GM,144.08346643342264
