Tract,CALI
V1,-0.9832744981439319
V2,-0.9877149799013748
V3,-0.9621125189395625
V4,-0.9698127162255
V5,-0.9862911687273478
V6,-0.9851246992639666
V7,-0.980352932531578
V8,-0.9471211473533284
V9,-0.9800470445635664
V10,-0.9618793864350897
V11,-0.9934749988494693
V12,-0.9713607183372189
V13,-0.9995686981258818
V14,-0.9924521267359919
V15,-0.9659835706890375
V16,-0.9543939122845603
V17,-0.9810206609690136
V18,-0.9791991381030194
V19,-0.9084604369877795
whole GM,31.72283367411549
