Tract,CALI
V1,-0.9999483739350995
V2,-0.9999820409343593
V3,-0.9993384905585643
V4,-0.9996764117435954
V5,-0.9999733822369934
V6,-0.9999672382507544
V7,-0.9999155441691079
V8,-0.9980917800297415
V9,-0.9999157614832435
V10,-0.9993170603514533
V11,-0.9999973194668348
V12,-0.9997234588844133
V13,-0.9999999995413009
V14,-0.999995945716386
V15,-0.9995197354732794
V16,-0.9988041987339698
V17,-0.9999304589840615
V18,-0.9999040846733875
V19,-0.9891240896824371
whole GM,56.64009692405868
