Tract,CALI
V1,-0.580293298855244
V2,-0.5802932988552294
V3,-0.5802932988552343
V4,-0.5802932988552402
V5,-0.5802932988552549
V6,-0.580293298855258
V7,-0.5802932988552577
V8,-0.5802932988561633
V9,-0.5802932988552439
V10,-0.5802932988552588
V11,-0.5802932988552425
V12,-0.5802932988552341
V13,-0.580293298855238
V14,-0.5802932988552411
V15,-0.580293298855246
V16,-0.580293298855252
V17,-0.5802932988552614
V18,-0.5802932988552423
V19,-0.5802932981127583
whole GM,223.25167529993502
