Tract,CALI
V1,-0.9999999945035312
V2,-0.9999999993189062
V3,-0.9999989398552777
V4,-0.9999997579761426
V5,-0.9999999985496871
V6,-0.9999999978106859
V7,-0.9999999849702919
V8,-0.9999904394111427
V9,-0.9999999850905084
V10,-0.9999988598443035
V11,-0.999999999912966
V12,-0.9999998250477209
V13,-0.9999999999247914
V14,-0.9999999998968424
V15,-0.9999994507324658
V16,-0.9999963608440754
V17,-0.9999999901714697
V18,-0.9999999809470792
V19,-0.9996460235701424
whole GM,96.84096942289956
