Tract,CALI
V1,-0.4391896112954161
V2,-0.4391896112954391
V3,-0.4391896112954543
V4,-0.4391896112954343
V5,-0.43918961129545775
V6,-0.439189611295444
V7,-0.4391896112954723
V8,-0.4391896112964615
V9,-0.4391896112954192
V10,-0.439189611295442
V11,-0.43918961129541123
V12,-0.4391896112953849
V13,-0.4391896112954504
V14,-0.4391896112954573
V15,-0.439189611295427
V16,-0.4391896112954503
V17,-0.43918961129544143
V18,-0.4391896112954611
V19,-0.4391896124041875
whole GM,225.4777956739324
