Tract,CALI
V1,-0.9953512559180062
V2,-0.995351255918006
V3,-0.9953512559178838
V4,-0.9953512559180017
V5,-0.995351255918006
V6,-0.9953512559180062
V7,-0.9953512559180059
V8,-0.9953512558999903
V9,-0.9953512559180059
V10,-0.9953512559178642
V11,-0.995351255918006
V12,-0.9953512559180038
V13,-0.9953512559180057
V14,-0.995351255918006
V15,-0.9953512559179822
V16,-0.9953512559159787
V17,-0.9953512559180062
V18,-0.9953512559180059
V19,-0.9953511858749793
whole GM,196.67146629514312
