Tract,CALI
V1,-0.9999971649512467
V2,-0.999997164951255
V3,-0.9999971648617259
V4,-0.9999971649445385
V5,-0.9999971649512545
V6,-0.9999971649512536
V7,-0.9999971649512043
V8,-0.9999971607167986
V9,-0.9999971649512049
V10,-0.9999971648494947
V11,-0.9999971649512552
V12,-0.9999971649474538
V13,-0.9999971649512552
V14,-0.9999971649512552
V15,-0.9999971649229846
V16,-0.9999971641725809
V17,-0.9999971649512313
V18,-0.9999971649511782
V19,-0.9999947825983839
whole GM,155.47767971865625
