Tract,CALI
V1,-0.9168239871472139
V2,-0.9168239871472155
V3,-0.9168239871472091
V4,-0.9168239871472114
V5,-0.9168239871472194
V6,-0.9168239871472144
V7,-0.9168239871472136
V8,-0.9168239871462266
V9,-0.9168239871472152
V10,-0.9168239871472046
V11,-0.9168239871472104
V12,-0.9168239871472157
V13,-0.9168239871472189
V14,-0.9168239871472199
V15,-0.9168239871472128
V16,-0.9168239871470554
V17,-0.9168239871472176
V18,-0.9168239871472126
V19,-0.9168239729494825
whole GM,212.980489629131
