Tract,CALI
V1,-0.9999991611902157
V2,-0.9999998251058623
V3,-0.9999634040073431
V4,-0.9999872920097636
V5,-0.999999685778592
V6,-0.9999995726254507
V7,-0.9999982653181025
V8,-0.9998235767697032
V9,-0.9999982749732687
V10,-0.9999614859010305
V11,-0.9999999895404149
V12,-0.9999899265286111
V13,-0.9999999999985218
V14,-0.9999999806583864
V15,-0.9999771577551808
V16,-0.9999116356328583
V17,-0.9999987161009706
V18,-0.999997932414612
V19,-0.9976638548597418
whole GM,74.70707811301165
