Tract,CALI
V1,-0.9709438909103217
V2,-0.97094389091032
V3,-0.9709438909102981
V4,-0.9709438909103203
V5,-0.9709438909103225
V6,-0.9709438909103232
V7,-0.9709438909103228
V8,-0.9709438909064594
V9,-0.9709438909103209
V10,-0.9709438909102986
V11,-0.9709438909103234
V12,-0.9709438909103202
V13,-0.9709438909103232
V14,-0.9709438909103216
V15,-0.9709438909103207
V16,-0.9709438909098933
V17,-0.9709438909103218
V18,-0.9709438909103225
V19,-0.9709438635249854
whole GM,206.94705124591923
