Tract,CALI
V1,-0.9617883724835261
V2,-0.961788372483523
V3,-0.9617883724835041
V4,-0.9617883724835216
V5,-0.9617883724835223
V6,-0.961788372483522
V7,-0.9617883724835239
V8,-0.9617883724806114
V9,-0.9617883724835216
V10,-0.9617883724835027
V11,-0.961788372483522
V12,-0.9617883724835231
V13,-0.9617883724835236
V14,-0.9617883724835221
V15,-0.9617883724835269
V16,-0.9617883724831882
V17,-0.9617883724835239
V18,-0.9617883724835223
V19,-0.9617883490521335
whole GM,208.50135839732215
