Tract,CALI
V1,-0.9049801938437464
V2,-0.9049801938437442
V3,-0.9049801938437395
V4,-0.9049801938437457
V5,-0.904980193843741
V6,-0.9049801938437436
V7,-0.9049801938437446
V8,-0.9049801938429994
V9,-0.9049801938437421
V10,-0.904980193843742
V11,-0.9049801938437446
V12,-0.904980193843749
V13,-0.9049801938437441
V14,-0.9049801938437466
V15,-0.9049801938437503
V16,-0.9049801938436135
V17,-0.9049801938437436
V18,-0.9049801938437415
V19,-0.9049801809925534
whole GM,213.76174018959816
