Tract,CALI
V1,-0.9999999983887363
V2,-0.9999999996488718
V3,-0.9999995919339633
V4,-0.9999999166622716
V5,-0.9999999994625945
V6,-0.9999999992754386
V7,-0.9999999956311137
V8,-0.9999956450823376
V9,-0.9999999956670891
V10,-0.9999995586449776
V11,-0.9999999997784325
V12,-0.999999941181694
V13,-0.9999999997803294
V14,-0.9999999997755398
V15,-0.9999997988647533
V16,-0.9999984605673266
V17,-0.9999999971637115
V18,-0.9999999944224176
V19,-0.9997872753635704
whole GM,102.81211314654742
