Tract,CALI
V1,-0.9999916794117825
V2,-0.9999916794117847
V3,-0.9999916793774372
V4,-0.9999916794094847
V5,-0.9999916794117845
V6,-0.9999916794117844
V7,-0.9999916794117706
V8,-0.9999916774877418
V9,-0.9999916794117708
V10,-0.9999916793725258
V11,-0.9999916794117847
V12,-0.9999916794105151
V13,-0.9999916794117847
V14,-0.9999916794117847
V15,-0.9999916794014753
V16,-0.9999916790833052
V17,-0.9999916794117782
V18,-0.999991679411763
V19,-0.9999902500829321
whole GM,161.46718598830995
