Tract,CALI
V1,-0.949361655269476
V2,-0.9571255681076514
V3,-0.9184661031781619
V4,-0.9285034805267156
V5,-0.9545922544975893
V6,-0.9519084204865252
V7,-0.944393012978475
V8,-0.9009422915749895
V9,-0.9433960144348678
V10,-0.9181170532122824
V11,-0.9707960191058438
V12,-0.9307557995268659
V13,-0.9938524516493323
V14,-0.9678468184706638
V15,-0.9235053945721212
V16,-0.908899944557238
V17,-0.9448486244358099
V18,-0.942368732821988
V19,-0.8633415945298247
whole GM,27.25318270521976
