Tract,CALI
V1,-0.9584382839749662
V2,-0.9656581012540639
V3,-0.9288638097531641
V4,-0.9386757378625009
V5,-0.9633107970158017
V6,-0.9609469920907268
V7,-0.9538059712994779
V8,-0.9114094823993314
V9,-0.952968800516036
V10,-0.9285396852063901
V11,-0.9776513698733649
V12,-0.9408310859741466
V13,-0.9961693847202285
V14,-0.9751615051465744
V15,-0.9337915346931379
V16,-0.9194539105226055
V17,-0.9543605880768896
V18,-0.9519146327941463
V19,-0.8727348307518021
whole GM,28.033355725814538
