Tract,CALI
V1,-0.9983607539179468
V2,-0.9983607539179467
V3,-0.9983607539176359
V4,-0.9983607539179349
V5,-0.9983607539179468
V6,-0.9983607539179468
V7,-0.9983607539179468
V8,-0.9983607538783649
V9,-0.9983607539179468
V10,-0.9983607539175839
V11,-0.9983607539179468
V12,-0.998360753917941
V13,-0.9983607539179468
V14,-0.9983607539179468
V15,-0.9983607539178772
V16,-0.9983607539132212
V17,-0.9983607539179468
V18,-0.9983607539179467
V19,-0.9983606380114999
whole GM,190.86298994434097
Tract,CALI
V1,-0.9983607539179469
V2,-0.998360753917947
V3,-0.998360753917636
V4,-0.998360753917935
V5,-0.9983607539179469
V6,-0.998360753917947
V7,-0.9983607539179468
V8,-0.998360753878365
V9,-0.9983607539179469
V10,-0.998360753917584
V11,-0.9983607539179468
V12,-0.9983607539179412
V13,-0.9983607539179469
V14,-0.9983607539179468
V15,-0.9983607539178774
V16,-0.9983607539132213
V17,-0.9983607539179469
V18,-0.9983607539179469
V19,-0.9983606380115001
whole GM,190.86298994434105
