Tract,CALI
V1,-0.9999566792951685
V2,-0.9999852570364587
V3,-0.9994151891223558
V4,-0.9997180759449531
V5,-0.9999779675273368
V6,-0.9999727673841571
V7,-0.9999284228128664
V8,-0.9982756289343019
V9,-0.9999286204228013
V10,-0.9993957249058276
V11,-0.9999978834686475
V12,-0.9997598331548322
V13,-0.9999999996969986
V14,-0.999996771275463
V15,-0.9995781290583556
V16,-0.9989296673971734
V17,-0.9999413351345156
V18,-0.9999185477449225
V19,-0.9898116878811067
whole GM,57.40817694708258
