Tract,CALI
V1,-0.9951870229642034
V2,-0.9951870229642035
V3,-0.9951870229640852
V4,-0.9951870229641994
V5,-0.9951870229642032
V6,-0.9951870229642035
V7,-0.9951870229642032
V8,-0.9951870229466617
V9,-0.9951870229642032
V10,-0.995187022964066
V11,-0.9951870229642035
V12,-0.9951870229642014
V13,-0.9951870229642031
V14,-0.9951870229642035
V15,-0.9951870229641802
V16,-0.9951870229622325
V17,-0.9951870229642035
V18,-0.9951870229642031
V19,-0.995186954099011
whole GM,196.865144528121
