Tract,CALI
V1,-0.9999307092933296
V2,-0.9999307092933298
V3,-0.9999307092881209
V4,-0.999930709293051
V5,-0.9999307092933298
V6,-0.9999307092933297
V7,-0.9999307092933287
V8,-0.9999307088863234
V9,-0.9999307092933287
V10,-0.9999307092873115
V11,-0.9999307092933298
V12,-0.9999307092931833
V13,-0.9999307092933298
V14,-0.9999307092933298
V15,-0.9999307092919167
V16,-0.999930709233285
V17,-0.9999307092933293
V18,-0.999930709293328
V19,-0.9999301865833238
whole GM,173.2584780622692
