Tract,CALI
V1,-0.9422890526822635
V2,-0.9503599426196119
V3,-0.910763107385238
V4,-0.9208629892657123
V5,-0.9477180834584613
V6,-0.9448269328449738
V7,-0.937129855228388
V8,-0.8933471056103592
V9,-0.9360251767873795
V10,-0.9103983503309169
V11,-0.965135422067083
V12,-0.9231620309932793
V13,-0.9915962395791145
V14,-0.9618633566488198
V15,-0.9158329183376163
V16,-0.9011720984115283
V17,-0.9375054916147393
V18,-0.935039311043192
V19,-0.856755716149541
whole GM,26.741435895901553
