Tract,CALI
V1,-0.9384124946648864
V2,-0.9466143102173274
V3,-0.9066658256040959
V4,-0.9167657519932783
V5,-0.9439243795560391
V6,-0.940935000854046
V7,-0.9331718074385915
V8,-0.8893570644950779
V9,-0.9320146586513867
V10,-0.9062939544401081
V11,-0.9619234699619679
V12,-0.9190813085354234
V13,-0.9901844353770679
V14,-0.9584882330021246
V15,-0.9117354493901949
V16,-0.897090998303529
V17,-0.9335042747776248
V18,-0.9310572186524739
V19,-0.8533664986793026
whole GM,26.488377372680787
