Tract,CALI
V1,-0.9999996468502104
V2,-0.9999996468503273
V3,-0.9999996462790016
V4,-0.9999996467969262
V5,-0.9999996468503175
V6,-0.9999996468503042
V7,-0.9999996468497174
V8,-0.9999996273731813
V9,-0.9999996468497253
V10,-0.9999996462079681
V11,-0.9999996468503308
V12,-0.999999646818609
V13,-0.9999996468503308
V14,-0.9999996468503308
V15,-0.9999996466513633
V16,-0.999999642714915
V17,-0.9999996468500231
V18,-0.9999996468494357
V19,-0.9999932461424093
whole GM,143.8904025294216
