Tract,CALI
V1,-0.9994611530599324
V2,-0.9994611530599324
V3,-0.9994611530590938
V4,-0.9994611530598964
V5,-0.9994611530599324
V6,-0.9994611530599324
V7,-0.9994611530599323
V8,-0.9994611529697133
V9,-0.9994611530599324
V10,-0.999461153058955
V11,-0.9994611530599324
V12,-0.9994611530599145
V13,-0.9994611530599325
V14,-0.9994611530599324
V15,-0.9994611530597284
V16,-0.9994611530483561
V17,-0.9994611530599324
V18,-0.9994611530599323
V19,-0.9994609558656886
whole GM,184.6702760808181
