Tract,CALI
V1,-0.9999841941708744
V2,-0.9999952564328616
V3,-0.9997120298993664
V4,-0.9998723452573285
V5,-0.9999925673362896
V6,-0.9999905867001103
V7,-0.9999723464140688
V8,-0.9990369566155817
V9,-0.9999724482884138
V10,-0.9997009948548511
V11,-0.9999994555437973
V12,-0.9998932323000784
V13,-0.9999999999718897
V14,-0.9999991275539989
V15,-0.9997997823883545
V16,-0.9994341201431619
V17,-0.9999779257761603
V18,-0.9999681640964326
V19,-0.9930033882799534
whole GM,61.826245542075306
