Tract,CALI
V1,-0.8679980564878371
V2,-0.8679980564878471
V3,-0.8679980564878289
V4,-0.8679980564878346
V5,-0.8679980564878352
V6,-0.8679980564878419
V7,-0.8679980564878383
V8,-0.867998056487625
V9,-0.8679980564878331
V10,-0.8679980564878287
V11,-0.8679980564878433
V12,-0.8679980564878347
V13,-0.8679980564878385
V14,-0.8679980564878378
V15,-0.8679980564878367
V16,-0.8679980564877557
V17,-0.8679980564878369
V18,-0.8679980564878453
V19,-0.8679980467364772
whole GM,215.7191128509353
