Tract,CALI
V1,-0.9617883724835228
V2,-0.9617883724835219
V3,-0.9617883724835041
V4,-0.9617883724835238
V5,-0.9617883724835234
V6,-0.9617883724835242
V7,-0.9617883724835228
V8,-0.9617883724806136
V9,-0.9617883724835237
V10,-0.9617883724835081
V11,-0.9617883724835231
V12,-0.9617883724835231
V13,-0.9617883724835226
V14,-0.9617883724835232
V15,-0.9617883724835247
V16,-0.961788372483187
V17,-0.9617883724835239
V18,-0.9617883724835246
V19,-0.9617883490521346
whole GM,208.50135839732215
