Tract,CALI
V1,-0.9931903259627917
V2,-0.9931903259627917
V3,-0.9931903259627048
V4,-0.9931903259627887
V5,-0.9931903259627914
V6,-0.9931903259627916
V7,-0.9931903259627914
V8,-0.993190325949397
V9,-0.9931903259627914
V10,-0.993190325962692
V11,-0.9931903259627917
V12,-0.99319032596279
V13,-0.9931903259627912
V14,-0.9931903259627914
V15,-0.993190325962776
V16,-0.99319032596131
V17,-0.9931903259627918
V18,-0.9931903259627912
V19,-0.9931902678932344
whole GM,198.80221248131616
