Tract,CALI
V1,-0.9977336349374374
V2,-0.9987228809333838
V3,-0.9905962118991699
V4,-0.9936857665759858
V5,-0.9984234961142547
V6,-0.9982206709818627
V7,-0.9970076507811462
V8,-0.983125984431403
V9,-0.9969899067530366
V10,-0.9904706268885269
V11,-0.999561002571288
V12,-0.9942217204848754
V13,-0.9999963836381955
V14,-0.9994457238640714
V15,-0.9921651457293101
V16,-0.9869972755015716
V17,-0.9972689944361398
V18,-0.9967453528173693
V19,-0.9558928047994438
whole GM,40.17684944339784
