Tract,CALI
V1,-0.9996878611919368
V2,-0.9998637882817268
V3,-0.9976585308997608
V4,-0.9986692046352097
V5,-0.9998146884287559
V6,-0.9997814267033968
V7,-0.9995388089956572
V8,-0.994608866961708
V9,-0.9995387560066862
V10,-0.9976042683463234
V11,-0.9999697165283973
V12,-0.9988249434953199
V13,-0.9999999675080629
V14,-0.9999580233816902
V15,-0.9981849728756823
V16,-0.9962738724659269
V17,-0.9996015570811903
V18,-0.9994868103713036
V19,-0.9787790452633246
whole GM,48.774702086861325
