Tract,CALI
V1,-0.9999999838807501
V2,-0.9999999838864774
V3,-0.999999974975064
V4,-0.9999999827327944
V5,-0.9999999838858658
V6,-0.9999999838851322
V7,-0.9999999838622692
V8,-0.9999997968952857
V9,-0.9999999838625425
V10,-0.9999999740275072
V11,-0.9999999838867661
V12,-0.9999999831504142
V13,-0.9999999838867674
V14,-0.9999999838867633
V15,-0.9999999802987976
V16,-0.9999999347547472
V17,-0.9999999838732488
V18,-0.9999999838528109
V19,-0.9999722876876157
whole GM,126.71549963377008
