Tract,CALI
V1,-0.9999330762596836
V2,-0.9999330762596838
V3,-0.9999330762543112
V4,-0.9999330762593951
V5,-0.9999330762596838
V6,-0.9999330762596838
V7,-0.9999330762596825
V8,-0.9999330758421721
V9,-0.9999330762596826
V10,-0.9999330762534775
V11,-0.9999330762596838
V12,-0.999933076259532
V13,-0.9999330762596838
V14,-0.9999330762596838
V15,-0.9999330762582238
V16,-0.9999330761979418
V17,-0.9999330762596833
V18,-0.9999330762596819
V19,-0.9999325448532304
whole GM,173.06511905367256
