Tract,CALI
V1,-0.9877562795659629
V2,-0.9913715470092868
V3,-0.9694901823819732
V4,-0.9763369312752231
V5,-0.9902196904026929
V6,-0.9893239048440652
V7,-0.9853465111935984
V8,-0.9557193217110068
V9,-0.9851406483007775
V10,-0.9692781904346178
V11,-0.99571895289618
V12,-0.9776772511125156
V13,-0.999795899997338
V14,-0.9949816561079248
V15,-0.9729338053509172
V16,-0.9624869750060139
V17,-0.9859665751245121
V18,-0.9844103805132157
V19,-0.918271764317856
whole GM,33.01648023375926
