Tract,CALI
V1,-0.1048486670587443
V2,-0.10484866705872575
V3,-0.10484866705879026
V4,-0.10484866705871809
V5,-0.10484866705873475
V6,-0.10484866705876639
V7,-0.10484866705872942
V8,-0.10484866705981732
V9,-0.10484866705873908
V10,-0.10484866705874218
V11,-0.10484866705879614
V12,-0.1048486670586869
V13,-0.10484866705878904
V14,-0.10484866705876672
V15,-0.10484866705873619
V16,-0.10484866705879436
V17,-0.1048486670587504
V18,-0.10484866705878626
V19,-0.10484867059945824
whole GM,229.81413438334246
