1,600,48
2,508.5,46
3,432,53.3333333333333
4,638.666666666667,110
5,530.666666666667,125.333333333333
6,423.5,144
7,343.666666666667,181.333333333333
8,632.333333333333,184.333333333333
9,521.75,179.75
10,422,214.666666666667
11,674,238.5
12,591.666666666667,229.333333333333
13,521,273
14,434,262
15,358.666666666667,267.333333333333
16,661.5,293
17,576.5,305.75
18,509.333333333333,336.666666666667
19,451.333333333333,322.333333333333
20,619.5,422
21,535.333333333333,425.333333333333
22,451,420.666666666667
23,389.333333333333,405.666666666667
24,316.333333333333,365
25,590.333333333333,481.333333333333
26,525.333333333333,512.333333333333
27,447,492
28,507.4,562.8
29,622.5,538
30,568.666666666667,542.666666666667
31,586.666666666667,606.666666666667
32,533,656
33,633.5,695
34,585.5,741.5
35,671,784.5
36,661,842.333333333333
37,690.666666666667,939
38,316.333333333333,680
39,380,714
40,349,788
41,419,818
42,357.5,921
43,400,894
44,498,901.5
45,538,817
