2,0,4,37,13,0,25,0,25,22,0,0,0,0,0,0,16,0,77,0,10,0,0,16,57,15,37,7,35,11,44,47,0,0,61,34,100,59,16,167,237,730,56,0,158,56,450,44,30,0,45,122,201,36,81,126,69,0,112,68,0,35,205,20,0,27,0,46,30,0
0,11,0,20,22,0,16,0,11,0,11,0,13,17,4,0,6,0,18,52,0,15,17,0,29,5,54,0,4,0,0,38,0,0,4,15,133,0,9,96,249,419,4,17,134,0,288,20,24,29,15,213,92,19,15,21,20,112,0,52,30,20,274,0,0,6,0,0,6,36
7,45,5,55,10,0,14,19,9,21,11,3,32,31,12,0,25,0,30,11,0,0,0,0,17,25,44,48,86,0,29,57,0,6,21,31,24,0,4,43,68,136,30,0,60,49,357,30,20,10,55,63,103,43,48,82,16,68,52,0,15,18,55,9,19,22,38,14,14,27
20,0,3,3,0,0,28,0,0,0,14,7,8,0,0,35,14,20,82,0,0,0,39,4,91,0,31,35,13,0,12,42,14,3,48,11,157,32,26,99,153,513,23,53,266,52,105,67,86,19,27,6,12,10,0,5,15,0,30,15,0,11,124,91,68,94,19,6,120,39
12,7,23,11,13,0,50,0,0,1,0,0,0,5,4,0,0,0,84,25,4,0,71,0,70,0,30,29,4,0,0,25,23,1,92,0,93,34,20,152,174,776,49,16,443,138,499,21,313,14,62,26,28,15,21,19,0,35,20,18,11,0,259,30,0,33,32,141,13,0
88,105,61,160,87,28,76,98,136,42,16,93,84,81,28,53,131,48,129,91,39,49,75,14,20,81,98,51,110,116,47,46,104,39,64,130,172,113,35,56,109,74,54,68,28,107,180,70,202,145,201,201,167,122,101,273,79,205,274,55,124,259,0,67,76,205,74,122,120,202
1,0,7,61,0,0,0,0,0,5,0,5,3,0,12,0,2,0,38,3,3,9,46,13,101,24,5,12,25,0,0,14,28,18,6,2,81,29,33,114,84,627,48,22,154,223,256,87,131,0,24,34,41,26,5,0,0,20,0,9,91,30,67,0,71,93,83,39,99,2
6,0,3,0,0,9,9,0,0,0,0,0,0,0,0,0,16,3,40,2,0,29,6,0,124,8,2,35,0,0,0,47,32,0,0,6,105,6,0,100,64,508,0,29,340,60,197,10,93,0,4,45,0,9,4,0,0,0,0,19,68,0,76,71,0,56,12,0,31,0
0,0,26,63,11,20,3,52,5,0,3,10,23,0,0,0,0,0,59,10,7,6,71,0,107,25,19,0,0,0,0,16,54,16,50,11,146,22,0,137,180,722,42,3,317,132,384,43,164,38,5,0,13,31,53,0,0,27,6,22,94,33,205,93,56,0,29,21,181,87
56,12,0,50,0,0,15,3,29,0,17,0,6,11,0,10,0,0,83,6,33,48,35,13,53,31,0,41,6,27,0,25,0,0,23,0,79,9,0,94,177,324,19,0,129,184,272,0,149,0,13,24,32,15,6,0,26,0,0,38,19,32,74,83,12,29,0,68,61,8
13,0,0,27,8,0,18,0,38,0,0,34,14,0,5,5,11,0,0,0,0,5,34,27,83,13,58,10,29,0,0,0,3,0,0,37,106,49,13,109,99,531,52,16,148,29,222,32,98,0,29,21,21,4,7,21,23,46,0,14,6,141,122,39,0,21,68,0,55,53
12,0,0,31,0,0,18,28,36,0,0,23,18,25,0,16,0,0,18,2,0,34,0,11,71,0,47,27,8,0,0,0,12,7,32,0,110,30,2,80,184,598,66,44,188,112,222,16,119,0,10,47,2,17,0,7,0,30,6,14,120,13,120,99,31,181,61,55,0,59
15,0,0,22,4,0,22,14,6,0,0,8,0,0,0,3,29,0,16,0,0,36,15,0,89,0,14,14,17,12,0,13,24,26,25,0,57,7,46,67,150,651,63,7,356,23,424,54,90,0,0,22,0,0,14,0,32,0,36,27,39,0,202,2,0,87,8,53,59,0
