1,0,,0,0,,0
1,1,,1,1,,0
1,7,,2,2,,0
2,2,,3,3,,0
2,6,,4,4,,0
3,3,,5,5,,0
3,5,,6,6,,0
3,4,,7,7,,0
4,8,,8,8,,0
4,9,,9,9,,0
4,10,,10,10,,0
5,11,,11,11,,0
5,12,,12,12,,0
5,13,,13,13,,0
6,14,,14,14,,0
6,17,,15,15,,0
7,16,,16,16,,0
7,15,,17,17,,0
7,30,,18,18,,0
8,22,,19,19,,0
8,23,,20,20,,0
8,21,,21,21,,0
9,20,,22,22,,0
9,19,,23,23,,0
9,26,,24,24,,0
9,18,,25,25,,0
10,27,,26,26,,0
10,28,,27,27,,0
10,29,,28,28,,0
11,38,,29,29,,0
11,37,,30,30,,0
12,36,,31,31,,0
12,24,,32,32,,0
12,25,,33,33,,0
13,35,,34,34,,0
13,43,,35,35,,0
13,44,,36,36,,0
14,34,,37,37,,0
14,33,,38,38,,0
15,32,,39,39,,0
15,31,,40,40,,0
15,45,,41,41,,0
16,40,,42,42,,0
16,39,,43,43,,0
17,41,,44,44,,0
17,42,,45,45,,0
17,51,,46,46,,0
17,52,,47,47,,0
18,50,,48,48,,0
18,49,,49,49,,0
18,53,,50,50,,0
19,48,,51,51,,0
19,47,,52,52,,0
19,46,,53,53,,0
20,62,,54,54,,0
20,61,,55,55,,0
21,60,,56,56,,0
21,65,,57,57,,0
21,64,,58,58,,0
22,59,,59,59,,0
22,67,,60,60,,0
22,66,,61,61,,0
23,58,,62,62,,0
23,57,,63,63,,0
23,68,,64,64,,0
24,56,,65,65,,0
24,55,,66,66,,0
24,54,,67,67,,0
25,63,,68,68,,0
25,75,,69,69,,0
25,76,,70,70,,0
26,74,,71,71,,0
26,73,,72,72,,0
26,72,,73,73,,0
26,84,,74,74,,0
26,83,,75,75,,0
26,82,,76,76,,0
27,69,,77,77,,0
27,70,,78,78,,0
27,71,,79,79,,0
27,79,,80,80,,0
28,80,,81,81,,0
28,81,,82,82,,0
28,85,,83,83,,0
28,92,,84,84,,0
28,91,,85,85,,0
29,77,,86,86,,0
29,88,,87,87,,0
30,78,,88,88,,0
30,87,,89,89,,0
30,86,,90,90,,0
31,89,,91,91,,0
31,90,,92,92,,0
31,94,,93,93,,0
32,93,,94,94,,0
33,95,,95,95,,0
33,102,,96,96,,0
34,101,,97,97,,0
34,105,,98,98,,0
35,103,,99,99,,0
35,104,,100,100,,0
36,111,,101,101,,0
36,112,,102,102,,0
36,113,,103,103,,0
37,119,,104,104,,0
37,120,,105,105,,0
37,121,,106,106,,0
38,96,,107,107,,0
38,98,,108,108,,0
38,97,,109,109,,0
39,99,,110,110,,0
39,100,,111,111,,0
40,106,,112,112,,0
40,107,,113,113,,0
41,108,,114,114,,0
41,109,,115,115,,0
42,118,,116,116,,0
42,122,,117,117,,0
43,116,,119,119,,0
43,117,,118,118,,0
44,115,,120,120,,0
44,114,,121,121,,0
45,110,,122,122,,0
