1,0,,0,,0,,0
1,1,,1,,1,,0
1,7,,2,,2,,0
1,8,,3,,3,,0
1,9,,4,,4,,0
2,2,,5,,5,,0
2,6,,6,,6,,0
2,3,,7,,7,,0
2,4,,8,,8,,0
2,5,,9,,9,,0
3,10,,10,,10,,0
3,11,,11,,11,,0
3,12,,12,,12,,0
3,19,,13,,13,,0
3,20,,14,,14,,0
3,21,,15,,15,,0
3,22,,16,,16,,0
3,23,,17,,17,,0
4,13,,18,,18,,0
4,18,,19,,19,,0
4,17,,20,,20,,0
4,14,,21,,21,,0
4,16,,22,,22,,0
4,15,,23,,23,,0
5,30,,24,,24,,0
5,29,,25,,25,,0
5,28,,26,,26,,0
5,27,,27,,27,,0
5,34,,28,,28,,0
5,33,,29,,29,,0
5,32,,30,,30,,0
5,45,,31,,31,,0
5,31,,32,,32,,0
6,26,,33,,33,,0
6,25,,34,,34,,0
6,24,,35,,35,,0
6,36,,36,,36,,0
6,37,,37,,37,,0
6,38,,38,,38,,0
6,35,,39,,39,,0
6,40,,40,,40,,0
6,39,,41,,41,,0
7,44,,42,,42,,0
7,43,,43,,43,,0
7,42,,44,,44,,0
7,41,,45,,45,,0
7,51,,46,,46,,0
7,52,,47,,47,,0
7,50,,48,,48,,0
7,49,,49,,49,,0
7,48,,50,,50,,0
7,47,,51,,51,,0
7,46,,52,,52,,0
7,53,,53,,53,,0
8,55,,54,,54,,0
8,56,,55,,55,,0
8,54,,56,,56,,0
8,57,,57,,57,,0
9,58,,58,,58,,0
9,68,,59,,59,,0
9,59,,60,,60,,0
9,67,,61,,61,,0
9,69,,62,,62,,0
9,66,,63,,63,,0
9,70,,64,,64,,0
10,60,,65,,65,,0
10,61,,66,,66,,0
10,62,,67,,67,,0
10,63,,68,,68,,0
10,64,,69,,69,,0
10,65,,70,,70,,0
11,71,,71,,71,,0
11,79,,72,,72,,0
11,72,,73,,73,,0
11,80,,74,,74,,0
11,81,,75,,75,,0
11,92,,76,,76,,0
11,91,,77,,77,,0
12,73,,78,,78,,0
12,74,,79,,79,,0
12,75,,80,,80,,0
12,76,,81,,81,,0
12,77,,82,,82,,0
12,78,,83,,83,,0
12,84,,84,,84,,0
12,83,,85,,85,,0
12,82,,86,,86,,0
13,88,,87,,87,,0
13,87,,88,,88,,0
13,86,,89,,89,,0
13,85,,90,,90,,0
13,90,,91,,91,,0
13,89,,92,,92,,0
14,94,,93,,93,,0
14,95,,94,,94,,0
14,93,,95,,95,,0
14,101,,96,,96,,0
15,96,,97,,97,,0
15,97,,98,,98,,0
15,98,,99,,99,,0
15,99,,100,,100,,0
15,100,,101,,101,,0
16,106,,102,,102,,0
16,107,,103,,103,,0
16,108,,104,,104,,0
16,109,,105,,105,,0
17,102,,106,,106,,0
17,105,,107,,107,,0
17,104,,108,,108,,0
17,103,,109,,109,,0
18,111,,110,,110,,0
18,112,,111,,111,,0
18,113,,112,,112,,0
18,119,,113,,113,,0
18,120,,114,,114,,0
18,121,,115,,115,,0
19,118,,116,,116,,0
19,117,,117,,117,,0
19,122,,118,,118,,0
20,114,,119,,119,,0
20,115,,120,,120,,0
20,116,,121,,121,,0
20,110,,122,,122,,0
,7503,,7503,,,,
