0,3072,3309,4633,2932,3309,6763,3072,3346,3072
3072,0,3035,4173,2690,3035,6099,2816,3072,2816
3309,3035,0,4479,2897,3272,6571,3035,3309,3035
4633,4173,4479,0,3997,4479,9007,4173,4633,4173
2932,2690,2897,3997,0,2897,5814,2690,2932,2690
3309,3035,3272,4479,2897,0,6571,3035,3309,3035
6763,6099,6571,9007,5814,6571,0,6099,6763,6099
3072,2816,3035,4173,2690,3035,6099,0,3072,2816
3346,3072,3309,4633,2932,3309,6763,3072,0,3072
3072,2816,3035,4173,2690,3035,6099,2816,3072,0
