1,0,,0,0,,0
1,1,,1,1,,0
2,2,,2,2,,0
2,3,,3,3,,0
3,4,,4,4,,0
3,5,,5,5,,0
4,6,,6,6,,0
4,12,,7,7,,0
5,7,,8,8,,0
5,8,,9,9,,0
5,9,,10,10,,0
6,10,,11,11,,0
6,11,,12,12,,0
7,26,,13,13,,0
7,19,,14,14,,0
8,13,,15,15,,0
8,18,,16,16,,0
9,14,,17,17,,0
9,17,,18,18,,0
10,16,,19,19,,0
10,15,,20,20,,0
11,22,,21,21,,0
11,23,,22,22,,0
12,21,,23,23,,0
12,20,,24,24,,0
13,27,,25,25,,0
13,28,,26,26,,0
14,29,,27,27,,0
14,30,,28,28,,0
15,38,,29,29,,0
15,37,,30,30,,0
16,36,,31,31,,0
16,24,,32,32,,0
17,25,,33,33,,0
17,35,,34,34,,0
18,34,,35,35,,0
18,33,,36,36,,0
19,32,,37,37,,0
19,45,,38,38,,0
20,31,,39,39,,0
21,40,,40,40,,0
22,39,,41,41,,0
23,41,,42,42,,0
23,42,,43,43,,0
24,43,,44,44,,0
24,44,,45,45,,0
25,51,,46,46,,0
25,52,,47,47,,0
26,50,,48,48,,0
26,49,,49,49,,0
27,53,,50,50,,0
27,48,,51,51,,0
28,47,,52,52,,0
28,46,,53,53,,0
29,55,,54,54,,0
29,56,,55,55,,0
30,54,,56,56,,0
31,62,,57,57,,0
32,60,,58,58,,0
32,65,,59,59,,0
33,61,,60,60,,0
33,63,,61,61,,0
34,58,,62,62,,0
35,57,,63,63,,0
36,59,,64,64,,0
36,67,,65,65,,0
36,68,,66,66,,0
37,69,,67,67,,0
37,70,,68,68,,0
37,66,,69,69,,0
38,64,,70,70,,0
38,74,,71,71,,0
39,75,,72,72,,0
39,76,,73,73,,0
40,73,,74,74,,0
40,72,,75,75,,0
41,71,,76,76,,0
41,79,,77,77,,0
41,80,,78,78,,0
42,84,,79,79,,0
42,83,,80,80,,0
42,82,,81,81,,0
42,81,,82,82,,0
43,78,,83,83,,0
43,87,,84,84,,0
44,77,,85,85,,0
44,88,,86,86,,0
45,86,,87,87,,0
45,85,,88,88,,0
45,92,,89,89,,0
45,91,,90,90,,0
46,90,,91,91,,0
46,89,,92,92,,0
47,93,,93,93,,0
48,95,,94,94,,0
49,94,,95,95,,0
49,101,,96,96,,0
50,96,,97,97,,0
51,97,,98,98,,0
51,98,,99,99,,0
52,99,,100,100,,0
52,100,,101,101,,0
53,106,,102,102,,0
53,107,,103,103,,0
54,108,,104,104,,0
55,109,,105,105,,0
56,118,,106,106,,0
56,117,,107,107,,0
57,122,,108,108,,0
58,116,,109,109,,0
59,115,,110,110,,0
60,114,,111,111,,0
61,102,,112,112,,0
62,105,,113,113,,0
63,110,,114,114,,0
64,104,,115,115,,0
65,103,,116,116,,0
66,112,,117,117,,0
66,113,,118,118,,0
67,111,,119,119,,0
68,119,,120,120,,0
69,120,,121,121,,0
70,121,,122,122,,0
