24,62,24,29,52,35,82,27,25,13,10,74,30,49,72,14,16,34,36,27,24,60,19,88,104,16,69,41,44,29,56,127,45,21,30,116,47,122,148,49,29,79,62,47,0,96,57,28,52,103,42,44,0,27,18,13,110,96,158,66,124,317,371,35,81,963,61,163,206,31,30,111,172,37,30,42,9,13,22,27,29,43,8,26,28,61,6,28,47,0,25,13,28,78,21,7,28,0,13,13
2,17,38,27,19,17,87,37,0,12,21,6,26,7,27,27,5,13,4,13,0,0,21,3,16,21,58,23,10,19,9,0,12,7,36,132,27,18,47,9,17,35,0,28,117,93,49,7,21,13,0,6,27,0,1,53,53,32,96,0,51,111,188,16,0,749,0,54,82,5,9,7,206,38,21,48,0,4,0,2,33,17,0,0,28,64,92,6,0,50,23,5,12,61,4,0,21,0,32,25
0,0,0,0,0,0,14,16,0,0,7,0,0,0,0,6,4,0,0,0,0,0,0,0,27,0,0,5,0,22,17,54,21,8,0,5,0,12,48,11,0,35,10,2,0,0,9,17,13,22,9,0,18,1,0,83,62,66,83,17,31,66,180,9,0,590,4,0,78,0,0,0,43,12,8,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,25,6,0,0
5,27,6,0,0,8,0,63,0,14,8,3,0,0,27,0,0,17,2,11,0,0,0,5,10,7,56,15,2,0,0,13,12,14,14,3,14,0,38,32,11,43,31,9,32,32,25,115,124,0,23,0,13,53,83,0,113,124,65,0,7,61,96,48,19,410,8,4,58,0,0,22,72,0,1,0,0,0,12,0,41,0,38,6,0,6,0,2,6,0,0,0,2,30,0,10,6,0,0,0
57,19,5,0,16,54,68,81,51,42,36,78,12,53,60,16,29,31,14,30,61,9,18,64,93,46,54,81,30,104,75,55,102,9,63,136,81,68,68,52,61,190,52,58,62,96,41,58,124,48,33,39,110,53,62,113,0,96,102,24,114,291,395,34,78,899,28,55,178,23,16,52,147,86,64,37,55,94,63,43,55,48,48,70,74,65,59,35,33,64,79,17,68,15,26,55,14,51,54,0
29,16,19,28,31,10,72,43,23,0,0,0,13,16,21,0,0,0,4,3,0,0,0,36,35,0,21,16,9,15,20,38,3,0,18,77,0,0,60,22,33,72,7,19,14,22,10,60,43,33,4,0,96,32,66,124,96,0,248,8,44,185,381,3,19,988,0,39,155,0,0,7,142,24,15,14,12,10,0,6,8,7,13,0,39,90,7,18,10,46,0,0,6,20,10,0,3,21,35,0
15,77,37,57,49,27,26,37,30,22,31,73,35,75,109,61,13,29,15,56,56,7,0,45,55,70,21,25,62,35,55,116,53,37,156,174,54,11,50,29,18,139,70,74,66,120,51,106,39,5,63,17,158,96,83,65,102,248,0,16,105,140,230,98,82,417,15,109,37,13,41,18,57,65,43,106,24,69,59,86,32,69,56,34,49,17,27,28,62,36,0,48,94,65,97,44,7,34,21,57
15,19,4,0,0,6,50,16,0,0,26,0,0,0,0,0,0,13,0,0,0,0,13,0,33,31,12,0,0,0,22,30,0,0,0,0,0,23,110,8,1,52,2,18,0,14,0,1,0,20,33,23,66,0,17,0,24,8,16,0,108,41,131,10,27,425,7,37,74,13,22,4,8,14,14,0,0,0,0,3,3,9,0,0,4,32,23,28,5,0,0,0,19,0,0,16,0,0,6,24
31,33,18,26,28,0,33,45,18,8,16,0,18,31,33,7,0,8,18,5,26,35,21,36,91,19,8,31,49,13,33,99,71,20,39,102,43,12,171,70,38,69,13,24,24,38,0,21,32,71,43,24,124,51,31,7,114,44,105,108,0,325,374,195,53,1167,37,232,190,39,97,126,228,82,91,43,0,0,26,37,21,0,64,27,43,90,54,42,6,22,9,0,32,40,0,0,0,62,17,33
109,123,45,62,31,72,104,73,59,36,28,62,84,105,176,77,70,74,128,163,104,56,28,120,158,107,58,104,80,132,65,236,154,84,137,236,87,90,145,82,38,143,91,130,141,75,99,97,105,188,38,44,317,111,66,61,291,185,140,41,325,0,671,235,39,1930,48,261,298,34,110,234,275,86,111,99,46,76,67,151,101,64,168,96,47,56,152,114,100,137,94,68,116,167,96,16,43,109,80,67
80,134,26,122,97,203,261,197,144,148,117,196,158,147,213,50,99,108,40,159,160,165,33,134,165,185,143,122,221,127,128,253,166,157,251,362,198,118,62,196,145,434,154,108,288,269,146,191,219,181,107,137,371,188,180,96,395,381,230,131,374,671,0,366,188,1714,95,231,298,66,198,194,322,125,367,153,226,250,113,126,203,163,266,149,140,109,174,84,64,180,177,266,150,237,249,56,68,99,184,150
4,4,33,10,0,17,56,21,2,0,23,0,16,19,1,0,0,8,16,0,0,20,33,29,81,9,4,0,0,17,3,78,62,12,35,87,10,18,157,31,41,68,13,31,2,14,0,25,55,15,33,22,35,16,9,48,34,3,98,10,195,235,366,0,59,921,30,271,229,38,50,12,222,40,26,38,23,0,11,5,20,15,13,27,1,48,14,43,0,10,0,0,0,0,13,0,29,0,53,20
24,0,0,1,0,0,3,0,0,4,0,8,5,28,0,0,0,15,6,3,10,24,15,17,36,18,0,10,28,0,7,34,16,0,19,0,0,62,92,34,0,71,0,0,0,0,7,2,40,72,12,61,81,0,0,19,78,19,82,27,53,39,188,59,0,475,58,139,124,33,26,2,83,18,0,53,0,30,0,17,0,7,0,0,0,38,5,19,16,0,0,5,0,0,17,0,0,13,23,0
353,629,175,474,290,331,587,436,435,375,416,338,381,493,637,385,245,294,358,360,481,515,222,781,604,545,646,360,523,595,655,1129,894,332,788,1033,742,718,150,346,355,1038,446,539,659,617,952,611,660,672,447,777,963,749,590,410,899,988,417,425,1167,1930,1714,921,475,0,505,914,672,175,556,533,472,600,808,513,645,606,551,727,539,536,622,573,323,74,776,627,508,722,324,632,472,730,419,378,136,531,598,651
13,2,0,0,0,0,13,0,18,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,3,0,14,16,66,8,0,5,0,4,1,0,17,19,4,19,8,0,61,0,4,8,28,0,15,7,37,48,95,30,58,505,0,33,99,36,25,1,125,42,13,0,0,0,0,9,0,0,0,10,3,30,11,3,13,3,0,0,0,0,0,0,0,3,21,7
21,71,4,23,0,29,86,9,1,36,54,60,15,7,20,18,12,21,15,0,38,42,0,51,97,3,28,12,23,18,51,125,27,13,31,86,64,27,92,59,8,97,25,38,73,57,7,16,33,30,49,58,163,54,0,4,55,39,109,37,232,261,231,271,139,914,33,0,176,42,86,120,172,90,89,38,43,12,57,40,65,42,133,34,79,49,51,69,136,49,19,35,25,73,0,44,5,52,45,110
44,363,41,85,0,112,287,108,59,75,105,55,48,128,191,51,26,48,105,92,97,140,33,76,109,99,103,112,139,119,158,195,207,26,98,184,151,165,47,104,45,292,51,74,185,60,126,97,129,88,94,74,206,82,78,58,178,155,37,74,190,298,298,229,124,672,99,176,0,105,99,160,200,181,305,228,49,94,81,81,68,170,165,57,78,12,427,90,204,300,129,176,117,141,134,51,60,148,158,309
