         211828 function calls (211189 primitive calls) in 2.652 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 managers.py:214(<genexpr>)
        1    0.000    0.000    0.000    0.000 managers.py:216(ndim)
        1    0.000    0.000    0.000    0.000 managers.py:233(_is_single_block)
        1    0.000    0.000    0.000    0.000 managers.py:259(items)
        1    0.000    0.000    0.000    0.000 managers.py:321(_verify_integrity)
        2    0.000    0.000    0.000    0.000 managers.py:323(<genexpr>)
        2    0.000    0.000    0.000    0.000 managers.py:675(is_consolidated)
        1    0.000    0.000    0.000    0.000 managers.py:683(_consolidate_check)
        1    0.000    0.000    0.000    0.000 managers.py:684(<listcomp>)
        1    0.000    0.000    0.000    0.000 managers.py:806(as_array)
        2    0.000    0.000    0.000    0.000 managers.py:961(consolidate)
        1    0.000    0.000    0.000    0.000 managers.py:977(_consolidate_inplace)
       19    0.000    0.000    0.000    0.000 mini_bucket_elimination.py:103(<dictcomp>)
     1348    0.000    0.000    0.000    0.000 mini_bucket_elimination.py:105(<listcomp>)
     5092    0.003    0.000    0.093    0.000 mini_bucket_elimination.py:111(<genexpr>)
        1    0.000    0.000    0.198    0.198 mini_bucket_elimination.py:12(__init__)
       19    0.000    0.000    0.003    0.000 mini_bucket_elimination.py:126(<lambda>)
     1348    0.001    0.000    0.001    0.000 mini_bucket_elimination.py:130(<listcomp>)
       19    0.000    0.000    0.000    0.000 mini_bucket_elimination.py:137(<listcomp>)
       19    0.000    0.000    0.000    0.000 mini_bucket_elimination.py:142(<listcomp>)
        1    0.000    0.000    0.000    0.000 mini_bucket_elimination.py:153(<dictcomp>)
     5166    0.015    0.000    0.109    0.000 mini_bucket_elimination.py:192(get_variables_in_)
     5166    0.007    0.000    0.007    0.000 mini_bucket_elimination.py:193(<listcomp>)
    42543    0.034    0.000    0.049    0.000 mini_bucket_elimination.py:194(<lambda>)
     5166    0.018    0.000    0.018    0.000 mini_bucket_elimination.py:195(<listcomp>)
     2470    0.002    0.000    0.093    0.000 mini_bucket_elimination.py:202(get_bucket_size)
        1    0.000    0.000    0.001    0.001 mini_bucket_elimination.py:41(initialize_relation)
        1    0.000    0.000    0.000    0.000 mini_bucket_elimination.py:42(<dictcomp>)
        1    0.000    0.000    0.000    0.000 mini_bucket_elimination.py:43(<dictcomp>)
        1    0.000    0.000    0.000    0.000 mini_bucket_elimination.py:44(<dictcomp>)
        1    0.000    0.000    0.000    0.000 mini_bucket_elimination.py:45(<dictcomp>)
        1    0.000    0.000    0.000    0.000 mini_bucket_elimination.py:65(<dictcomp>)
        1    0.035    0.035    0.196    0.196 mini_bucket_elimination.py:69(renormalize_model)
        1    0.000    0.000    0.000    0.000 mini_bucket_elimination.py:95(<dictcomp>)
        1    0.000    0.000    0.000    0.000 mini_bucket_elimination.py:97(<listcomp>)
        1    0.000    0.000    0.000    0.000 missing.py:130(_isna)
        1    0.000    0.000    0.000    0.000 missing.py:193(_isna_ndarraylike)
        1    0.000    0.000    0.000    0.000 missing.py:235(_isna_string_dtype)
        2    0.000    0.000    0.000    0.000 missing.py:358(array_equivalent)
        1    0.000    0.000    0.000    0.000 missing.py:47(isna)
        1    0.000    0.000    0.000    0.000 missing.py:665(clean_reindex_fill_method)
        1    0.000    0.000    0.000    0.000 missing.py:75(clean_fill_method)
      173    0.000    0.000    0.000    0.000 multiarray.py:143(concatenate)
        1    0.000    0.000    0.000    0.000 nanops.py:168(_get_fill_value)
        1    0.000    0.000    0.000    0.000 nanops.py:193(_maybe_get_mask)
        1    0.000    0.000    0.000    0.000 nanops.py:237(_get_values)
        1    0.000    0.000    0.000    0.000 nanops.py:322(_na_ok_dtype)
        1    0.000    0.000    0.000    0.000 nanops.py:396(nanany)
        3    0.000    0.000    0.000    0.000 numeric.py:150(is_all_dates)
        3    0.000    0.000    0.000    0.000 numeric.py:2313(_array_equal_dispatcher)
        3    0.000    0.000    0.000    0.000 numeric.py:2317(array_equal)
        3    0.000    0.000    0.000    0.000 numeric.py:50(__new__)
        4    0.000    0.000    0.000    0.000 numeric.py:81(_validate_dtype)
       42    0.000    0.000    0.000    0.000 numerictypes.py:286(issubclass_)
       21    0.000    0.000    0.000    0.000 numerictypes.py:360(issubdtype)
        8    0.000    0.000    0.001    0.000 os.py:1019(fdopen)
      213    0.000    0.000    0.001    0.000 os.py:670(__getitem__)
      207    0.000    0.000    0.000    0.000 os.py:693(__iter__)
        9    0.000    0.000    0.001    0.000 os.py:707(copy)
      213    0.000    0.000    0.000    0.000 os.py:748(encode)
      397    0.000    0.000    0.000    0.000 os.py:752(decode)
        3    0.000    0.000    0.000    0.000 os.py:766(getenv)
        1    0.000    0.000    0.000    0.000 os.py:800(fsencode)
       16    0.000    0.000    0.000    0.000 parallel.py:245(__init__)
       48    0.000    0.000    0.000    0.000 parallel.py:275(__len__)
       16    0.000    0.000    0.000    0.000 parallel.py:321(delayed)
       16    0.000    0.000    0.000    0.000 parallel.py:331(delayed_function)
       16    0.000    0.000    0.000    0.000 parallel.py:352(__init__)
        1    0.000    0.000    0.000    0.000 parallel.py:644(__init__)
        1    0.000    0.000    0.012    0.012 parallel.py:737(_initialize_backend)
        1    0.000    0.000    0.000    0.000 parallel.py:76(get_active_backend)
        1    0.000    0.000    0.000    0.000 parallel.py:762(_terminate_backend)
       16    0.000    0.000    0.089    0.006 parallel.py:766(_dispatch)
       17    0.000    0.000    0.090    0.005 parallel.py:803(dispatch_one_batch)
        2    0.000    0.000    0.000    0.000 parallel.py:869(_print)
        1    0.000    0.000    2.286    2.286 parallel.py:925(retrieve)
        1    0.003    0.003    2.392    2.392 parallel.py:965(__call__)
        2    0.000    0.000    0.000    0.000 parse.py:110(_coerce_args)
        1    0.000    0.000    0.000    0.000 parse.py:366(urlparse)
        1    0.000    0.000    0.000    0.000 parse.py:399(_checknetloc)
        1    0.000    0.000    0.000    0.000 parse.py:417(urlsplit)
        2    0.000    0.000    0.000    0.000 parse.py:99(_noop)
        1    0.000    0.000    0.000    0.000 parsers.py:1005(_clean_options)
        1    0.000    0.000    0.000    0.000 parsers.py:1176(_make_engine)
        1    0.000    0.000    0.003    0.003 parsers.py:1194(read)
        1    0.000    0.000    0.000    0.000 parsers.py:1219(_create_index)
        3    0.000    0.000    0.000    0.000 parsers.py:1233(_is_index_col)
        3    0.000    0.000    0.000    0.000 parsers.py:1237(_is_potential_multi_index)
        6    0.000    0.000    0.000    0.000 parsers.py:1261(<genexpr>)
        1    0.000    0.000    0.000    0.000 parsers.py:1339(_validate_usecols_arg)
        1    0.000    0.000    0.000    0.000 parsers.py:1389(_validate_parse_dates_arg)
        1    0.000    0.000    0.000    0.000 parsers.py:1412(__init__)
        1    0.000    0.000    0.000    0.000 parsers.py:1499(_validate_parse_dates_presence)
        1    0.000    0.000    0.000    0.000 parsers.py:1535(<setcomp>)
        1    0.000    0.000    0.000    0.000 parsers.py:1551(_has_complex_date_col)
        1    0.000    0.000    0.000    0.000 parsers.py:1637(_maybe_dedup_names)
        2    0.000    0.000    0.000    0.000 parsers.py:1665(_maybe_make_multi_index_columns)
        1    0.000    0.000    0.000    0.000 parsers.py:1671(_make_index)
        1    0.000    0.000    0.000    0.000 parsers.py:1959(_do_date_conversions)
        1    0.000    0.000    0.000    0.000 parsers.py:1981(__init__)
        1    0.000    0.000    0.000    0.000 parsers.py:2087(close)
        1    0.000    0.000    0.000    0.000 parsers.py:2097(_set_noconvert_columns)
        1    0.000    0.000    0.001    0.001 parsers.py:2153(read)
        1    0.000    0.000    0.000    0.000 parsers.py:2226(<listcomp>)
        1    0.000    0.000    0.000    0.000 parsers.py:2228(<dictcomp>)
        1    0.000    0.000    0.000    0.000 parsers.py:3335(_make_date_converter)
        1    0.000    0.000    0.000    0.000 parsers.py:3380(_process_date_conversion)
        1    0.000    0.000    0.000    0.000 parsers.py:3468(_clean_na_values)
        2    0.000    0.000    0.000    0.000 parsers.py:369(_validate_integer)
        1    0.000    0.000    0.000    0.000 parsers.py:398(_validate_names)
        1    0.000    0.000    0.003    0.003 parsers.py:420(_read)
        1    0.000    0.000    0.003    0.003 parsers.py:533(read_csv)
        1    0.000    0.000    0.000    0.000 parsers.py:856(__init__)
        1    0.000    0.000    0.000    0.000 parsers.py:948(close)
        1    0.000    0.000    0.000    0.000 parsers.py:951(_get_options_with_defaults)
        1    0.000    0.000    0.000    0.000 parsers.py:989(_check_file_or_buffer)
      104    0.000    0.000    0.001    0.000 pickle.py:322(_getattribute)
        2    0.000    0.000    0.000    0.000 pickle.py:335(whichmodule)
        8    0.007    0.001    0.076    0.009 popen_loky_posix.py:122(_launch)
        1    0.000    0.000    0.000    0.000 popen_loky_posix.py:30(_DupFd)
       32    0.000    0.000    0.000    0.000 popen_loky_posix.py:31(__init__)
        1    0.000    0.000    0.000    0.000 popen_loky_posix.py:43(Popen)
        8    0.002    0.000    0.078    0.010 popen_loky_posix.py:47(__init__)
        1    0.000    0.000    0.000    0.000 popen_loky_posix.py:6(<module>)
       40    0.000    0.000    0.000    0.000 popen_loky_posix.py:62(duplicate_for_child)
       36    0.000    0.000    0.000    0.000 popen_loky_posix.py:66(poll)
        5    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
        3    0.000    0.000    0.000    0.000 posixpath.py:334(normpath)
        3    0.000    0.000    0.000    0.000 posixpath.py:372(abspath)
        6    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
        3    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
        3    0.000    0.000    0.000    0.000 posixpath.py:71(join)
        8    0.001    0.000    0.080    0.010 process.py:110(start)
        8    0.000    0.000    0.001    0.000 process.py:17(__init__)
       16    0.000    0.000    0.000    0.000 process.py:189(name)
        9    0.000    0.000    0.000    0.000 process.py:198(daemon)
       16    0.000    0.000    0.000    0.000 process.py:213(authkey)
        8    0.000    0.000    0.000    0.000 process.py:217(authkey)
        8    0.000    0.000    0.000    0.000 process.py:234(ident)
        8    0.000    0.000    0.000    0.000 process.py:259(__repr__)
        8    0.000    0.000    0.079    0.010 process.py:33(_Popen)
        8    0.000    0.000    0.000    0.000 process.py:344(__reduce__)
       17    0.000    0.000    0.000    0.000 process.py:37(current_process)
        8    0.000    0.000    0.000    0.000 process.py:61(_cleanup)
        8    0.000    0.000    0.001    0.000 process.py:80(__init__)
       16    0.000    0.000    0.000    0.000 process.py:94(<genexpr>)
       16    0.000    0.000    0.000    0.000 process.py:99(_check_closed)
        1    0.000    0.000    0.000    0.000 process_executor.py:1015(_setup_queues)
       16    0.000    0.000    0.003    0.000 process_executor.py:1034(_start_executor_manager_thread)
        1    0.001    0.001    0.084    0.084 process_executor.py:1072(_adjust_process_count)
       16    0.000    0.000    0.088    0.005 process_executor.py:1091(_ensure_executor_running)
       16    0.000    0.000    0.089    0.006 process_executor.py:1099(submit)
        1    0.000    0.000    0.000    0.000 process_executor.py:125(__init__)
       16    0.000    0.000    0.000    0.000 process_executor.py:135(wakeup)
        1    0.000    0.000    0.000    0.000 process_executor.py:157(__init__)
       16    0.000    0.000    0.000    0.000 process_executor.py:257(__init__)
        1    0.000    0.000    0.000    0.000 process_executor.py:294(__init__)
        1    0.000    0.000    0.000    0.000 process_executor.py:493(__init__)
        1    0.000    0.000    0.000    0.000 process_executor.py:835(_check_system_limits)
        1    0.000    0.000    0.000    0.000 process_executor.py:871(_check_max_depth)
        1    0.000    0.000    0.003    0.003 process_executor.py:925(__init__)
       32    0.000    0.000    0.000    0.000 queue.py:121(put)
       19    0.000    0.000    0.000    0.000 queue.py:153(get)
        2    0.000    0.000    0.000    0.000 queue.py:205(_init)
       19    0.000    0.000    0.000    0.000 queue.py:208(_qsize)
       32    0.000    0.000    0.000    0.000 queue.py:212(_put)
       16    0.000    0.000    0.000    0.000 queue.py:216(_get)
        2    0.000    0.000    0.000    0.000 queue.py:33(__init__)
        1    0.000    0.000    0.000    0.000 queues.py:197(__init__)
        8    0.000    0.000    0.000    0.000 queues.py:220(__getstate__)
        1    0.000    0.000    0.000    0.000 queues.py:334(__init__)
        1    0.000    0.000    0.000    0.000 queues.py:34(__init__)
        1    0.000    0.000    0.000    0.000 queues.py:36(__init__)
        8    0.000    0.000    0.000    0.000 queues.py:65(__getstate__)
        1    0.000    0.000    0.000    0.000 queues.py:67(_after_fork)
        2    0.000    0.000    0.000    0.000 random.py:123(seed)
      138    0.000    0.000    0.000    0.000 random.py:250(_randbelow_with_getrandbits)
      120    0.000    0.000    0.000    0.000 random.py:285(choice)
        1    0.000    0.000    0.000    0.000 random.py:293(shuffle)
        2    0.000    0.000    0.000    0.000 random.py:94(__init__)
        1    0.000    0.000    0.000    0.000 range.py:134(_simple_new)
       21    0.000    0.000    0.000    0.000 range.py:687(__len__)
        1    0.000    0.000    0.000    0.000 range.py:86(__new__)
       16    0.000    0.000    0.000    0.000 reduction.py:173(_set_dispatch_table)
       16    0.001    0.000    0.004    0.000 reduction.py:194(__init__)
       16    0.000    0.000    0.012    0.001 reduction.py:261(dump)
        7    0.000    0.000    0.000    0.000 resource_tracker.py:134(_check_alive)
       31    0.000    0.000    0.000    0.000 resource_tracker.py:179(_check_alive)
        1    0.000    0.000    0.002    0.002 resource_tracker.py:18(<module>)
       16    0.000    0.000    0.009    0.001 resource_tracker.py:188(register)
       47    0.000    0.000    0.000    0.000 resource_tracker.py:203(_send)
        1    0.000    0.000    0.008    0.008 resource_tracker.py:358(spawnv_passfds)
        1    0.000    0.000    0.000    0.000 resource_tracker.py:46(ResourceTracker)
        1    0.000    0.000    0.000    0.000 resource_tracker.py:48(__init__)
        8    0.000    0.000    0.004    0.001 resource_tracker.py:70(ensure_running)
        8    0.000    0.000    0.000    0.000 resource_tracker.py:90(getfd)
       32    0.000    0.000    0.009    0.000 resource_tracker.py:94(ensure_running)
        1    0.000    0.000    0.003    0.003 reusable_executor.py:105(get_reusable_executor)
       16    0.000    0.000    0.089    0.006 reusable_executor.py:175(submit)
        1    0.000    0.000    0.000    0.000 reusable_executor.py:227(_setup_queues)
        1    0.000    0.000    0.000    0.000 reusable_executor.py:27(_get_next_executor_id)
        1    0.000    0.000    0.003    0.003 reusable_executor.py:94(__init__)
      3/2    0.000    0.000    0.001    0.000 series.py:201(__init__)
        1    0.000    0.000    0.000    0.000 series.py:335(_init_dict)
        1    0.000    0.000    0.000    0.000 series.py:381(_constructor)
        3    0.000    0.000    0.000    0.000 series.py:398(_set_axis)
        1    0.000    0.000    0.000    0.000 series.py:4211(_reduce)
        1    0.000    0.000    0.000    0.000 series.py:4391(reindex)
        5    0.000    0.000    0.000    0.000 series.py:442(name)
        1    0.000    0.000    0.000    0.000 series.py:4793(isna)
        4    0.000    0.000    0.000    0.000 series.py:492(name)
        5    0.000    0.000    0.000    0.000 series.py:540(_values)
        4    0.000    0.000    0.000    0.000 signal.py:25(_int_to_enum)
        4    0.000    0.000    0.000    0.000 signal.py:58(pthread_sigmask)
        8    0.000    0.000    0.000    0.000 signal.py:61(<genexpr>)
        1    0.000    0.000    0.000    0.000 spawn.py:11(<module>)
        1    0.000    0.000    0.000    0.000 spawn.py:31(get_executable)
        8    0.000    0.000    0.000    0.000 spawn.py:35(_check_not_importing_main)
        1    0.000    0.000    0.000    0.000 spawn.py:45(get_executable)
        8    0.001    0.000    0.008    0.001 spawn.py:53(get_preparation_data)
        8    0.000    0.000    0.000    0.000 spawn.py:68(<listcomp>)
        2    0.000    0.000    0.000    0.000 subprocess.py:263(_optim_args_from_interpreter_flags)
        2    0.000    0.000    0.000    0.000 subprocess.py:273(_args_from_interpreter_flags)
       16    0.000    0.000    0.000    0.000 synchronize.py:103(__enter__)
       16    0.000    0.000    0.000    0.000 synchronize.py:106(__exit__)
       56    0.000    0.000    0.000    0.000 synchronize.py:109(__getstate__)
       14    0.000    0.000    0.001    0.000 synchronize.py:121(_make_name)
        1    0.000    0.000    0.000    0.000 synchronize.py:13(<module>)
        1    0.000    0.000    0.000    0.000 synchronize.py:131(Semaphore)
        1    0.000    0.000    0.000    0.000 synchronize.py:153(BoundedSemaphore)
        9    0.000    0.000    0.003    0.000 synchronize.py:155(__init__)
        1    0.000    0.000    0.000    0.000 synchronize.py:171(Lock)
        5    0.000    0.000    0.000    0.000 synchronize.py:173(__init__)
        1    0.000    0.000    0.000    0.000 synchronize.py:197(RLock)
        1    0.000    0.000    0.000    0.000 synchronize.py:224(Condition)
        1    0.000    0.000    0.000    0.000 synchronize.py:348(Event)
        1    0.000    0.000    0.000    0.000 synchronize.py:59(SemLock)
       14    0.001    0.000    0.003    0.000 synchronize.py:63(__init__)
       14    0.000    0.000    0.000    0.000 synchronize.py:99(_make_methods)
       15    0.000    0.000    0.000    0.000 tempfile.py:133(rng)
       15    0.000    0.000    0.001    0.000 tempfile.py:144(__next__)
       15    0.000    0.000    0.000    0.000 tempfile.py:147(<listcomp>)
        1    0.000    0.000    0.000    0.000 tempfile.py:150(_candidate_tempdir_list)
        1    0.000    0.000    0.000    0.000 tempfile.py:177(_get_default_tempdir)
        2    0.000    0.000    0.000    0.000 tempfile.py:279(gettempdir)
        1    0.000    0.000    2.651    2.651 testing.py:174(implement)
        1    0.000    0.000    0.000    0.000 threading.py:1095(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1110(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1177(_make_invoke_excepthook)
        2    0.000    0.000    0.000    0.000 threading.py:1306(current_thread)
       24    0.001    0.000    0.001    0.000 threading.py:222(__init__)
       88    0.000    0.000    0.000    0.000 threading.py:246(__enter__)
       88    0.000    0.000    0.000    0.000 threading.py:249(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:255(_release_save)
        1    0.000    0.000    0.000    0.000 threading.py:258(_acquire_restore)
       49    0.000    0.000    0.000    0.000 threading.py:261(_is_owned)
       11    0.000    0.000    2.288    0.208 threading.py:270(wait)
       48    0.000    0.000    0.000    0.000 threading.py:341(notify)
        1    0.000    0.000    0.000    0.000 threading.py:505(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:513(is_set)
        1    0.000    0.000    0.003    0.003 threading.py:540(wait)
        1    0.000    0.000    0.000    0.000 threading.py:734(_newname)
        1    0.000    0.000    0.000    0.000 threading.py:761(__init__)
       17    0.000    0.000    0.000    0.000 threading.py:81(RLock)
        1    0.000    0.000    0.003    0.003 threading.py:834(start)
        1    0.000    0.000    0.002    0.002 tools.py:116(condition_on_seeds_from)
        1    0.000    0.000    0.000    0.000 tools.py:119(<listcomp>)
        1    0.000    0.000    2.646    2.646 tools.py:136(compute_marginals)
        1    0.000    0.000    0.000    0.000 tools.py:141(<listcomp>)
       16    0.000    0.000    0.000    0.000 tools.py:178(<genexpr>)
        1    0.000    0.000    0.003    0.003 tools.py:64(extract_data)
       20    0.000    0.000    0.000    0.000 tools.py:69(<listcomp>)
      441    0.000    0.000    0.000    0.000 tools.py:75(ith_object_name)
      190    0.000    0.000    0.000    0.000 tools.py:77(ijth_object_name)
        1    0.000    0.000    0.002    0.002 tools.py:80(generate_graphical_model)
        1    0.000    0.000    0.000    0.000 tools.py:91(<listcomp>)
       15    0.000    0.000    0.000    0.000 util.py:171(register_after_fork)
       23    0.001    0.000    0.001    0.000 util.py:186(__init__)
        1    0.000    0.000    0.004    0.004 util.py:447(spawnv_passfds)
       28    0.000    0.000    0.000    0.000 util.py:48(debug)
        3    0.000    0.000    0.000    0.000 uuid.py:130(__init__)
        3    0.000    0.000    0.000    0.000 uuid.py:325(hex)
        3    0.000    0.000    0.000    0.000 uuid.py:778(uuid4)
       15    0.000    0.000    0.000    0.000 weakref.py:159(__setitem__)
       15    0.000    0.000    0.000    0.000 weakref.py:323(__new__)
       15    0.000    0.000    0.000    0.000 weakref.py:328(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:395(__setitem__)
       21    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x104d3e808}
       32    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
    146/6    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
     5220    0.015    0.000    0.108    0.000 {built-in method _functools.reduce}
        5    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       30    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.002    0.002    0.002    0.002 {built-in method _imp.create_dynamic}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        6    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       30    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.004    0.004    0.004    0.004 {built-in method _posixsubprocess.fork_exec}
        4    0.000    0.000    0.000    0.000 {built-in method _signal.pthread_sigmask}
       16    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
       29    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       14    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
       10    0.000    0.000    0.000    0.000 {built-in method builtins.__build_class__}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.__import__}
    11/10    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
      6/1    0.000    0.000    2.652    2.652 {built-in method builtins.exec}
     1912    0.001    0.000    0.001    0.000 {built-in method builtins.getattr}
      143    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
       18    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
       15    0.000    0.000    0.000    0.000 {built-in method builtins.id}
     2600    0.001    0.000    0.001    0.000 {built-in method builtins.isinstance}
     9164    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       18    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
5214/5184    0.001    0.000    0.001    0.000 {built-in method builtins.len}
       25    0.000    0.000    0.000    0.000 {built-in method builtins.max}
      213    0.000    0.000    0.000    0.000 {built-in method builtins.min}
     2705    0.001    0.000    0.094    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       85    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
     5265    0.004    0.000    0.004    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       18    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        5    0.000    0.000    0.000    0.000 {built-in method io.open_code}
        9    0.001    0.000    0.001    0.000 {built-in method io.open}
        5    0.001    0.000    0.001    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
     1762    0.018    0.000    0.018    0.000 {built-in method numpy.array}
1757/1451    0.001    0.000    0.033    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        5    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
      156    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
       78    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.isnaobj}
       23    0.000    0.000    0.000    0.000 {built-in method posix.close}
        3    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
        9    0.050    0.006    0.050    0.006 {built-in method posix.fork}
       34    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        9    0.001    0.000    0.001    0.000 {built-in method posix.getcwd}
       79    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        1    0.000    0.000    0.000    0.000 {built-in method posix.open}
       23    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
       98    0.000    0.000    0.000    0.000 {built-in method posix.set_inheritable}
       24    0.000    0.000    0.000    0.000 {built-in method posix.stat}
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        1    0.000    0.000    0.000    0.000 {built-in method posix.unlink}
        3    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
       36    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
       70    0.000    0.000    0.000    0.000 {built-in method posix.write}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
       20    0.000    0.000    0.000    0.000 {built-in method time.time}
       16    0.003    0.000    0.007    0.000 {function CloudPickler.dump at 0x7f8c68a97160}
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f8c58045280}
       36    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.RLock' objects}
       52    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       36    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       52    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       10    0.000    0.000    0.000    0.000 {method '_acquire_restore' of '_thread.RLock' objects}
       10    0.000    0.000    0.000    0.000 {method '_is_owned' of '_thread.RLock' objects}
       10    0.000    0.000    0.000    0.000 {method '_release_save' of '_thread.RLock' objects}
       24    0.000    0.000    0.000    0.000 {method 'acquire' of '_multiprocessing.SemLock' objects}
        9    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       73    2.288    0.031    2.288    0.031 {method 'acquire' of '_thread.lock' objects}
       17    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        4    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
       43    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
     7211    0.001    0.000    0.001    0.000 {method 'append' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
      138    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
       11    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
     1130    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
       19    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
      397    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
      262    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       14    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      354    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
       16    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
      102    0.002    0.000    0.002    0.000 {method 'format' of 'str' objects}
     2390    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        8    0.000    0.000    0.000    0.000 {method 'getbuffer' of '_io.BytesIO' objects}
      258    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
     2440    0.001    0.000    0.001    0.000 {method 'index' of 'list' objects}
       16    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      914    0.000    0.000    0.000    0.000 {method 'intersection' of 'set' objects}
      139    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       86    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
      190    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
