         4980843980 function calls (4980842900 primitive calls) in 3733.126 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 series.py:434(values)
        5    0.000    0.000    0.000    0.000 series.py:476(_values)
        4    0.000    0.000    0.000    0.000 six.py:184(find_module)
        1    0.112    0.112 3733.085 3733.085 testing.py:173(implement)
        1    0.000    0.000    0.000    0.000 testing.py:187(<listcomp>)
        1    0.006    0.006    0.445    0.445 tools.py:116(condition_on_seeds_from)
        1    0.000    0.000    0.000    0.000 tools.py:119(<listcomp>)
        1    0.001    0.001    0.060    0.060 tools.py:64(extract_data)
      123    0.008    0.000    0.008    0.000 tools.py:69(<listcomp>)
    15499    0.021    0.000    0.021    0.000 tools.py:75(ith_object_name)
     7503    0.022    0.000    0.022    0.000 tools.py:77(ijth_object_name)
        1    0.061    0.061    0.272    0.272 tools.py:80(generate_graphical_model)
        1    0.000    0.000    0.000    0.000 tools.py:91(<listcomp>)
      240    0.000    0.000    0.000    0.000 typing.py:1010(__eq__)
       40    0.000    0.000    0.000    0.000 typing.py:830(_valid_for_check)
    34/33    0.000    0.000    0.001    0.000 typing.py:850(__extrahook__)
        6    0.000    0.000    0.000    0.000 typing.py:865(__extrahook__)
        8    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x1009883a0}
   333997   24.930    0.000 1225.904    0.004 {built-in method _functools.reduce}
       16    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        4    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       28    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       24    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       24    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      8/4    0.000    0.000    0.002    0.001 {built-in method builtins.__import__}
      6/5    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.001    0.001 3733.126 3733.126 {built-in method builtins.exec}
   870798    0.529    0.000    0.529    0.000 {built-in method builtins.getattr}
      738    0.001    0.000    0.001    0.000 {built-in method builtins.hasattr}
 21419541    5.932    0.000    5.932    0.000 {built-in method builtins.hash}
21396376/21395926   12.783    0.000   12.793    0.000 {built-in method builtins.isinstance}
1907500662/1907500334  292.549    0.000  292.552    0.000 {built-in method builtins.issubclass}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
42457517/42457502   10.649    0.000   10.650    0.000 {built-in method builtins.len}
   327574    0.727    0.000    0.727    0.000 {built-in method builtins.max}
    29769    0.023    0.000    0.326    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
 63617023   48.394    0.000   48.394    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
 41590776  158.591    0.000  158.591    0.000 {built-in method numpy.array}
 44356454   39.729    0.000  261.132    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
    29775    0.137    0.000    0.137    0.000 {built-in method numpy.empty}
  7829984    2.400    0.000    2.400    0.000 {built-in method numpy.geterrobj}
  3914992    5.132    0.000    5.132    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.isnaobj}
        3    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       32    0.000    0.000    0.000    0.000 {built-in method posix.stat}
       19    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
      146    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       18    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
      226    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        3    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
    53262    0.009    0.000    0.009    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
    83853    0.009    0.000    0.009    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
      123    0.001    0.000    0.001    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
   177147    0.256    0.000    0.256    0.000 {method 'extend' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'find_loader' of 'zipimport.zipimporter' objects}
      253    0.003    0.000    0.003    0.000 {method 'format' of 'str' objects}
 83500227   22.074    0.000   22.074    0.000 {method 'get' of 'dict' objects}
   119060    0.027    0.000    0.027    0.000 {method 'getrandbits' of '_random.Random' objects}
 21491420   12.597    0.000   12.597    0.000 {method 'index' of 'list' objects}
    22755    0.013    0.000    0.013    0.000 {method 'intersection' of 'set' objects}
  1717653    0.537    0.000    0.537    0.000 {method 'items' of 'dict' objects}
 21419700    7.284    0.000    7.284    0.000 {method 'join' of 'str' objects}
  1957513    0.877    0.000    0.877    0.000 {method 'pop' of 'dict' objects}
    15129    0.012    0.000    0.012    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        1    0.005    0.005    0.011    0.011 {method 'read' of 'pandas._libs.parsers.TextReader' objects}
  1717637   21.561    0.000   21.561    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      124    0.004    0.000    0.012    0.000 {method 'remove' of 'list' objects}
      112    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
      122    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
     7504    0.013    0.000    0.013    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       53    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
      320    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
      122    0.005    0.000    0.005    0.000 {method 'sort' of 'numpy.ndarray' objects}
   162382    0.558    0.000    0.558    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
 20048238   18.842    0.000   18.842    0.000 {method 'swapaxes' of 'numpy.ndarray' objects}
   863783    1.377    0.000    1.377    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.002    0.001 {pandas._libs.lib.clean_index_list}
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.infer_dtype}
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
      123    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_float}
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_integer}
      129    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_scalar}
        5    0.000    0.000    0.000    0.000 {pandas._libs.lib.values_from_object}


