         31511131 function calls (31313021 primitive calls) in 76.056 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 parsers.py:900(_get_options_with_defaults)
        1    0.000    0.000    0.000    0.000 parsers.py:939(_check_file_or_buffer)
        1    0.000    0.000    0.000    0.000 parsers.py:956(_clean_options)
        3    0.000    0.000    0.000    0.000 posixpath.py:230(expanduser)
        1    0.000    0.000    0.000    0.000 range.py:136(_simple_new)
        1    0.000    0.000    0.000    0.000 range.py:165(_validate_dtype)
      126    0.000    0.000    0.000    0.000 range.py:510(__len__)
        1    0.000    0.000    0.000    0.000 range.py:69(__new__)
        2    0.000    0.000    0.000    0.000 range.py:89(ensure_int)
      3/2    0.000    0.000    0.006    0.003 series.py:152(__init__)
        1    0.000    0.000    0.003    0.003 series.py:271(_init_dict)
        3    0.000    0.000    0.000    0.000 series.py:354(_set_axis)
        1    0.000    0.000    0.001    0.001 series.py:3600(_reduce)
        1    0.000    0.000    0.000    0.000 series.py:3735(reindex)
        3    0.000    0.000    0.000    0.000 series.py:382(_set_subtyp)
        5    0.000    0.000    0.000    0.000 series.py:392(name)
        4    0.000    0.000    0.000    0.000 series.py:399(name)
        1    0.000    0.000    0.000    0.000 series.py:406(dtype)
        1    0.000    0.000    0.000    0.000 series.py:4209(isnull)
        1    0.000    0.000    0.000    0.000 series.py:434(values)
        5    0.000    0.000    0.000    0.000 series.py:476(_values)
        4    0.000    0.000    0.000    0.000 six.py:184(find_module)
        1    0.038    0.038   76.016   76.016 testing.py:173(implement)
        1    0.000    0.000    0.000    0.000 testing.py:203(<listcomp>)
        1    0.007    0.007    0.396    0.396 tools.py:116(condition_on_seeds_from)
        1    0.000    0.000    0.000    0.000 tools.py:119(<listcomp>)
        1    0.001    0.001    0.058    0.058 tools.py:64(extract_data)
      123    0.006    0.000    0.006    0.000 tools.py:69(<listcomp>)
    15499    0.019    0.000    0.019    0.000 tools.py:75(ith_object_name)
     7503    0.027    0.000    0.027    0.000 tools.py:77(ijth_object_name)
        1    0.070    0.070    0.313    0.313 tools.py:80(generate_graphical_model)
        1    0.000    0.000    0.000    0.000 tools.py:91(<listcomp>)
      732    0.009    0.000    0.088    0.000 type_check.py:360(_getmaxmin)
      732    0.000    0.000    0.000    0.000 type_check.py:366(_nan_to_num_dispatcher)
      732    0.019    0.000    0.170    0.000 type_check.py:370(nan_to_num)
      240    0.000    0.000    0.000    0.000 typing.py:1010(__eq__)
       40    0.000    0.000    0.000    0.000 typing.py:830(_valid_for_check)
    34/33    0.000    0.000    0.001    0.000 typing.py:850(__extrahook__)
        6    0.000    0.000    0.000    0.000 typing.py:865(__extrahook__)
      732    0.011    0.000    0.011    0.000 ufunclike.py:122(isposinf)
      732    0.006    0.000    0.006    0.000 ufunclike.py:191(isneginf)
     1464    0.004    0.000    0.004    0.000 ufunclike.py:24(func)
     1464    0.004    0.000    0.020    0.000 ufunclike.py:50(func)
     1464    0.000    0.000    0.000    0.000 ufunclike.py:70(_dispatcher)
      740    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x1009883a0}
       12    0.000    0.000    0.000    0.000 {built-in method _ctypes.pointer}
    95953    0.180    0.000   17.093    0.000 {built-in method _functools.reduce}
       16    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        4    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
       28    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       24    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       24    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
      8/4    0.000    0.000    0.002    0.001 {built-in method builtins.__import__}
      6/5    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000   76.056   76.056 {built-in method builtins.exec}
   187942    0.111    0.000    0.111    0.000 {built-in method builtins.getattr}
     2935    0.003    0.000    0.003    0.000 {built-in method builtins.hasattr}
   178609    0.094    0.000    0.094    0.000 {built-in method builtins.hash}
387055/386605    0.311    0.000    0.322    0.000 {built-in method builtins.isinstance}
1828210/1827882    0.306    0.000    0.308    0.000 {built-in method builtins.issubclass}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
1055392/1055377    0.304    0.000    0.305    0.000 {built-in method builtins.len}
    89430    0.122    0.000    0.122    0.000 {built-in method builtins.max}
    89427    0.102    0.000    1.459    0.000 {built-in method builtins.next}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
   267181    0.597    0.000    0.597    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
   588873    3.394    0.000    3.395    0.000 {built-in method numpy.array}
1405456/1208426    3.212    0.000   17.721    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
    89433    0.512    0.000    0.512    0.000 {built-in method numpy.empty}
  1560668    0.529    0.000    0.529    0.000 {built-in method numpy.geterrobj}
   780334    1.074    0.000    1.074    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.isnaobj}
        3    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       32    0.001    0.000    0.001    0.000 {built-in method posix.stat}
       19    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
      732    0.002    0.000    0.002    0.000 {method '__reduce_ex__' of 'object' objects}
      146    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
       18    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
      226    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        3    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
   202102    0.046    0.000    0.046    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
      123    0.001    0.000    0.001    0.000 {method 'copy' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
   191909    0.159    0.000    0.159    0.000 {method 'extend' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'find_loader' of 'zipimport.zipimporter' objects}
      375    0.006    0.000    0.006    0.000 {method 'format' of 'str' objects}
       12    0.001    0.000    0.001    0.000 {method 'from_buffer' of '_ctypes.PyCArrayType' objects}
   780507    0.352    0.000    0.352    0.000 {method 'get' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
   646173    0.546    0.000    0.546    0.000 {method 'index' of 'list' objects}
    22755    0.012    0.000    0.012    0.000 {method 'intersection' of 'set' objects}
   365224    0.105    0.000    0.105    0.000 {method 'items' of 'dict' objects}
   178768    0.114    0.000    0.114    0.000 {method 'join' of 'str' objects}
        6    0.007    0.001    0.013    0.002 {method 'permutation' of 'numpy.random.mtrand.RandomState' objects}
   390184    0.180    0.000    0.180    0.000 {method 'pop' of 'dict' objects}
    96076    0.248    0.000    0.248    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        1    0.005    0.005    0.011    0.011 {method 'read' of 'pandas._libs.parsers.TextReader' objects}
   365217    4.518    0.000    4.518    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      124    0.003    0.000    0.008    0.000 {method 'remove' of 'list' objects}
      112    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
      122    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
     7504    0.015    0.000    0.015    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       53    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
      320    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
      122    0.001    0.000    0.001    0.000 {method 'sort' of 'numpy.ndarray' objects}
    88572    0.300    0.000    0.300    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
   191906    0.236    0.000    0.236    0.000 {method 'swapaxes' of 'numpy.ndarray' objects}
   179463    0.321    0.000    0.321    0.000 {method 'transpose' of 'numpy.ndarray' objects}
      733    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.001    0.001 {pandas._libs.lib.clean_index_list}
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.infer_dtype}
        1    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
      123    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_float}
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_integer}
      129    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_scalar}
        5    0.000    0.000    0.000    0.000 {pandas._libs.lib.values_from_object}


