12,3,55,5,16,620,5,8,306,151,22,14,134,21,1,15,155,1384,0,25,0,28,10,2,6,0,841,32,28,16,3,1392,5,4,6,4,44,6,8,0,73,158,5,1,28,12,67,43,29,29,3,34,7,46,22,37,17,3,8,103,11,8909,72,1,30,14,26,89,10,9,22,82
26,1,16,0,9,10,2,7,21,18,36,768,191,23,2,2,14,36,0,17,0,254,28,3,56,0,45,29,362,20,1,1238,26,2,6,7,21,1,18,0,51,856,1,5,23,11,2,8,7,24,3,27,673,78,3,209,4,2,18,18,6,67,9010,1,25,3,31,83,7,10,24,26
31,19,16,13,351,3,3,113,37,14,111,5,665,140,22,9,16,50,20,185,112,29,47,18,14,188,10,155,14,162,23,49,21,122,160,76,585,47,27,2,497,26,65,2291,320,176,1,6,12,229,76,217,4,164,6,107,16,97,129,28,38,13,14,7305,120,5,404,856,126,34,263,129
44,11,13,3,163,2,4,82,18,6,121,13,1304,233,23,8,30,44,1,145,1,82,209,18,41,9,12,3922,30,5894,13,92,30,8,17,81,73,26,15,1,2656,28,19,28,184,298,0,21,7,74,2,4824,11,4573,2,121,17,15,137,30,14,10,22,25,69440,5,512,5095,24,19,192,43
4,17,986,70,14,17,709,4,186,13,12,3,75,5,2,468,122,187,0,11,0,10,12,1,2,5,16,25,5,18,0,64,5,3,6,2,29,1,1,0,24,20,4,7,19,4,10,82,240,20,6,13,2,29,63,10,414,4,4,292,9,18,9,19,17,5269,14,37,8,2,17,15
45,4,18,3,309,2,2,195,18,17,121,9,544,7363,31,5,23,51,2,4734,15,54,20,72,21,6,11,585,24,248,11,111,13,28,31,148,132,38,31,2,10384,23,58,73,478,7452,0,11,2,132,12,564,6,178,10,49,8,52,2039,21,16,10,11,61,351,1,104327,12447,110,67,725,64
158,19,45,9,896,22,10,320,67,32,294,25,4212,7033,158,21,97,291,10,1257,20,198,179,74,108,33,36,16921,145,2128,45,566,31,39,81,267,311,144,99,4,87805,92,131,196,839,5638,2,41,26,332,37,14262,42,1380,13,288,50,103,979,79,44,37,55,187,11481,20,29444,388767,131,137,1106,152
37,4,16,7,610,2,2,401,29,22,46,2,171,114,31,3,12,45,0,298,9,13,6,77,5,6,12,50,14,86,28,54,2,74,44,78,438,46,45,21,436,18,120,56,5342,85,2,6,7,2103,6,122,2,46,4,31,2,1515,74,17,19,5,8,44,35,4,273,383,23909,1636,2108,326
400,2,2,3,128,1,0,103,7,10,93,4,220,132,10,1,6,11,0,316,3,9,20,419,5,1,5,76,58,38,13,75,5,12,21,25,129,11,885,0,241,40,20,25,348,68,0,1,2,692,3,83,2,82,2,43,0,25,37,4,10,9,22,13,39,3,171,252,262,6352,850,263
97,11,32,7,3169,4,6,6144,57,43,222,10,999,1506,141,11,39,122,22,10642,39,82,51,2726,32,17,21,268,47,203,129,193,18,127,95,588,604,213,386,31,1744,60,382,122,18084,388,1,21,10,715,21,327,20,235,16,111,11,488,914,49,37,20,28,95,175,3,1443,1431,2457,2845,129745,315
2678,14,70,10,218,13,4,56,174,3205,102,5,387,79,19,24,79,259,2,129,10,33,20,30,20,17,166,69,578,70,26,236,10,53,182,58,7387,26,70,1,283,161,21,169,216,50,6,33,20,4376,97,121,15,104,29,128,13,70,56,63,493,61,28,71,83,16,114,250,216,389,224,45749
