Tract,CALI
V1,-0.8773800481455811
V2,-0.8852907766187986
V3,-0.8497482352819007
V4,-0.8579297905029332
V5,-0.88254484079334
V6,-0.879328402567915
V7,-0.8723447803871469
V8,-0.8367223313267715
V9,-0.8709657918786312
V10,-0.8494132185620111
V11,-0.9030851533357801
V12,-0.8599410922105782
V13,-0.9496823915399593
V14,-0.898496250252456
V15,-0.8538937243555468
V16,-0.8421926393454251
V17,-0.8722943484244103
V18,-0.8706317528458443
V19,-0.8123059770050953
whole GM,23.86741568116799
