Tract,CALI
V1,-0.9999959374059003
V2,-0.9999989700827495
V3,-0.9998891357855327
V4,-0.9999561048186322
V5,-0.9999982805279761
V6,-0.9999977493428416
V7,-0.9999923210385298
V8,-0.999560821939619
V9,-0.999992356744046
V10,-0.9998841537312206
V11,-0.9999999125723561
V12,-0.9999641864038539
V13,-0.9999999999984358
V14,-0.9999998502966844
V15,-0.9999266657903312
V16,-0.9997603185969827
V17,-0.9999940822973924
V18,-0.9999910181528038
V19,-0.9957867681100523
whole GM,67.78437653318255
