Tract,CALI
V1,-0.9793991522770807
V2,-0.9793991522770803
V3,-0.9793991522770492
V4,-0.9793991522770786
V5,-0.9793991522770799
V6,-0.97939915227708
V7,-0.9793991522770795
V8,-0.9793991522717442
V9,-0.9793991522770809
V10,-0.9793991522770452
V11,-0.9793991522770806
V12,-0.97939915227708
V13,-0.9793991522770795
V14,-0.9793991522770784
V15,-0.9793991522770767
V16,-0.9793991522764967
V17,-0.9793991522770782
V18,-0.9793991522770793
V19,-0.9793991192585607
whole GM,205.00588265539244
Tract,CALI
V1,-0.9793991522770802
V2,-0.9793991522770785
V3,-0.9793991522770474
V4,-0.9793991522770781
V5,-0.9793991522770799
V6,-0.9793991522770787
V7,-0.979399152277079
V8,-0.9793991522717453
V9,-0.9793991522770791
V10,-0.9793991522770441
V11,-0.9793991522770783
V12,-0.9793991522770782
V13,-0.9793991522770795
V14,-0.9793991522770795
V15,-0.9793991522770762
V16,-0.9793991522764961
V17,-0.9793991522770787
V18,-0.97939915227708
V19,-0.97939911925856
whole GM,205.0058826553924
