Tract,CALI
V1,-0.9999999975951152
V2,-0.9999999996237589
V3,-0.9999994274364056
V4,-0.9999998784087276
V5,-0.9999999993154562
V6,-0.9999999990105747
V7,-0.9999999933101202
V8,-0.9999942433902568
V9,-0.9999999933653609
V10,-0.9999993819631242
V11,-0.9999999998462165
V12,-0.9999999134731221
V13,-0.999999999849848
V14,-0.9999999998408912
V15,-0.999999712778213
V16,-0.9999979109736082
V17,-0.9999999956762576
V18,-0.999999991457191
V19,-0.9997451397027082
whole GM,100.69310300790187
