Tract,CALI
V1,-0.7196065207940279
V2,-0.7196065207940396
V3,-0.7196065207940323
V4,-0.7196065207940411
V5,-0.7196065207940243
V6,-0.7196065207940454
V7,-0.7196065207940335
V8,-0.7196065207946777
V9,-0.7196065207940205
V10,-0.7196065207940234
V11,-0.719606520794042
V12,-0.7196065207940272
V13,-0.7196065207940299
V14,-0.7196065207940409
V15,-0.719606520794046
V16,-0.7196065207940172
V17,-0.719606520794029
V18,-0.7196065207940352
V19,-0.7196065171958187
whole GM,220.45332756376416
