Tract,CALI
V1,-0.7734174987282516
V2,-0.7734174987282514
V3,-0.7734174987282482
V4,-0.7734174987282625
V5,-0.7734174987282413
V6,-0.7734174987282467
V7,-0.7734174987282595
V8,-0.7734174987286814
V9,-0.7734174987282588
V10,-0.7734174987282542
V11,-0.7734174987282634
V12,-0.7734174987282496
V13,-0.773417498728261
V14,-0.7734174987282628
V15,-0.7734174987282638
V16,-0.7734174987282174
V17,-0.773417498728243
V18,-0.7734174987282489
V19,-0.7734174935037116
whole GM,219.0657272135918
