Tract,CALI
V1,-0.7196065207940119
V2,-0.7196065207940237
V3,-0.7196065207940163
V4,-0.7196065207940251
V5,-0.7196065207940243
V6,-0.7196065207940374
V7,-0.7196065207940177
V8,-0.7196065207946538
V9,-0.7196065207940125
V10,-0.7196065207940234
V11,-0.7196065207940181
V12,-0.7196065207940112
V13,-0.7196065207940219
V14,-0.719606520794009
V15,-0.7196065207940221
V16,-0.7196065207940092
V17,-0.719606520794005
V18,-0.7196065207940193
V19,-0.7196065171957948
whole GM,220.4533275637641
