Tract,CALI
V1,-0.9525804947687231
V2,-0.9601723678537837
V3,-0.9220813153775855
V4,-0.9320595400855229
V5,-0.9576984609600034
V6,-0.9551211277384023
V7,-0.94771836846757
V8,-0.9045521265036859
V9,-0.9467753526407108
V10,-0.9217405209592395
V11,-0.9732820919380134
V12,-0.9342826630122674
V13,-0.9947466839275099
V14,-0.9704901957872065
V15,-0.9270914448512388
V16,-0.9125528864937282
V17,-0.9482100221630164
V18,-0.9457346708086216
V19,-0.8665374918784121
whole GM,27.511662686722573
