Tract,CALI
V1,-0.9999983734057827
V2,-0.9999983734057997
V3,-0.9999983732590227
V4,-0.9999983733941232
V5,-0.9999983734057984
V6,-0.9999983734057967
V7,-0.9999983734057011
V8,-0.9999983670441988
V9,-0.9999983734057025
V10,-0.999998373239453
V11,-0.9999983734058001
V12,-0.9999983733991057
V13,-0.9999983734058001
V14,-0.9999983734058001
V15,-0.9999983733582253
V16,-0.9999983721902391
V17,-0.9999983734057527
V18,-0.9999983734056519
V19,-0.9999952724776024
whole GM,152.3870541851476
