Tract,CALI
V1,-0.999999979767323
V2,-0.9999999973161482
V3,-0.9999973288818593
V4,-0.9999993197397754
V5,-0.999999994299068
V6,-0.9999999915240396
V7,-0.9999999482748883
V8,-0.9999795406858456
V9,-0.9999999486585095
V10,-0.999997143183647
V11,-0.9999999999038438
V12,-0.999999496318421
V13,-0.9999999999733032
V14,-0.9999999998193084
V15,-0.9999985471016579
V16,-0.9999916339302221
V17,-0.9999999651347963
V18,-0.9999999354510203
V19,-0.999420687205722
whole GM,91.06426283458028
