Tract,CALI
V1,-0.4119676174315403
V2,-0.4075286023976207
V3,-0.49914053981250917
V4,-0.4330606955049294
V5,-0.3859499060438566
V6,-0.4259689637868098
V7,-0.37774255673838775
V8,-0.4946596515550927
V9,-0.4143594698033909
V10,-0.46455159677658464
V11,-0.3582512779815271
V12,-0.4765367567137404
V13,-0.3328048448992279
V14,-0.41387100721948245
V15,-0.44350042709635373
V16,-0.5027562593129868
V17,-0.39804820139615515
V18,-0.47939320889981873
V19,-0.42943887872048736
whole GM,15.433239295756755
