Tract,CALI
V1,-0.983274498143932
V2,-0.9877149799013748
V3,-0.9621125189395623
V4,-0.9698127162255
V5,-0.9862911687273477
V6,-0.9851246992639666
V7,-0.9803529325315781
V8,-0.947121147353328
V9,-0.9800470445635664
V10,-0.9618793864350899
V11,-0.9934749988494692
V12,-0.9713607183372188
V13,-0.9995686981258818
V14,-0.9924521267359919
V15,-0.9659835706890374
V16,-0.9543939122845603
V17,-0.9810206609690136
V18,-0.9791991381030191
V19,-0.9084604369877788
whole GM,31.722833674115485
