Tract,CALI
V1,-0.9998958505675177
V2,-0.9999604368081578
V3,-0.9989168926129122
V4,-0.9994382903997557
V5,-0.9999432770554154
V6,-0.9999313457780058
V7,-0.9998362604538553
V8,-0.997138282107222
V9,-0.9998365409227028
V10,-0.9988856781211155
V11,-0.9999931007721676
V12,-0.9995137961758404
V13,-0.9999999975869981
V14,-0.9999899153777676
V15,-0.9991932725341003
V16,-0.9981368934391522
V17,-0.99986264570879
V18,-0.9998155217675175
V19,-0.9858795657130542
whole GM,53.56883813769975
