Tract,CALI
V1,-0.9983607539179468
V2,-0.9983607539179469
V3,-0.998360753917636
V4,-0.9983607539179349
V5,-0.9983607539179468
V6,-0.9983607539179468
V7,-0.9983607539179468
V8,-0.998360753878365
V9,-0.9983607539179468
V10,-0.998360753917584
V11,-0.9983607539179468
V12,-0.9983607539179411
V13,-0.9983607539179468
V14,-0.9983607539179469
V15,-0.998360753917877
V16,-0.9983607539132212
V17,-0.9983607539179468
V18,-0.9983607539179468
V19,-0.9983606380115
whole GM,190.862989944341
Tract,CALI
V1,-0.9983607539179468
V2,-0.9983607539179467
V3,-0.9983607539176359
V4,-0.9983607539179348
V5,-0.9983607539179468
V6,-0.9983607539179468
V7,-0.9983607539179467
V8,-0.9983607538783649
V9,-0.9983607539179468
V10,-0.9983607539175839
V11,-0.9983607539179467
V12,-0.998360753917941
V13,-0.9983607539179467
V14,-0.9983607539179467
V15,-0.998360753917877
V16,-0.9983607539132211
V17,-0.9983607539179468
V18,-0.9983607539179468
V19,-0.9983606380115
whole GM,190.86298994434097
