Tract,CALI
V1,-0.9990922464710992
V2,-0.9990922464710992
V3,-0.9990922464705723
V4,-0.9990922464710776
V5,-0.9990922464710992
V6,-0.9990922464710992
V7,-0.9990922464710991
V8,-0.9990922464097137
V9,-0.9990922464710991
V10,-0.9990922464704843
V11,-0.9990922464710992
V12,-0.9990922464710885
V13,-0.9990922464710991
V14,-0.9990922464710992
V15,-0.9990922464709752
V16,-0.999092246463489
V17,-0.9990922464710992
V18,-0.9990922464710991
V19,-0.9990920926909291
whole GM,187.57278827744062
