Tract,CALI
V1,-0.999999923273356
V2,-0.9999999232741577
V3,-0.9999999210516322
V4,-0.9999999230301057
V5,-0.9999999232740819
V6,-0.9999999232739852
V7,-0.9999999232703906
V8,-0.9999998636715874
V9,-0.9999999232704364
V10,-0.9999999207951574
V11,-0.9999999232741891
V12,-0.999999923123978
V13,-0.9999999232741892
V14,-0.9999999232741889
V15,-0.9999999224426163
V16,-0.9999999092129371
V17,-0.9999999232721917
V18,-0.9999999232687853
V19,-0.9999867157254925
whole GM,135.3975152601854
