Tract,CALI
V1,-0.0573031997893102
V2,-0.04809301686356382
V3,-0.049806382461589194
V4,-0.05258564428515755
V5,-0.04691265506553444
V6,-0.04952571583761356
V7,-0.052689044784083094
V8,-0.05290513901631522
V9,-0.04592048946523786
V10,-0.053811204380443844
V11,-0.061575005100623414
V12,-0.05490909806771693
V13,-0.05180952366508351
V14,-0.05085722129060877
V15,-0.05834115916268123
V16,-0.051319377029677704
V17,-0.04445310846375161
V18,-0.05722845417483147
V19,-0.04789254994613856
whole GM,13.219535476737565
