Tract,CALI
V1,-0.9988816831506738
V2,-0.9988816831506738
V3,-0.9988816831502364
V4,-0.9988816831506563
V5,-0.9988816831506737
V6,-0.9988816831506737
V7,-0.9988816831506737
V8,-0.9988816830980766
V9,-0.9988816831506737
V10,-0.9988816831501632
V11,-0.9988816831506737
V12,-0.9988816831506652
V13,-0.9988816831506737
V14,-0.9988816831506738
V15,-0.9988816831505725
V16,-0.9988816831442406
V17,-0.9988816831506737
V18,-0.9988816831506736
V19,-0.9988815439564684
whole GM,188.73394766013402
